return_id,order_item_id,order_id,user_id,product_id,product_name,category,subcategory,brand,region,order_timestamp,return_request_date,return_date,return_quantity,return_reason,return_status,refund_method,refund_amount
RET0000120,OI00001137,ORD0000580,U00480,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Hyderabad,2026-02-21 19:26:00,2026-02-25 19:26:00,2026-02-26 19:26:00,1,Changed mind,approved,store_credit,1574.0
RET0000123,OI00001150,ORD0000588,U00683,P027,Zara Black Cotton Shirt,Clothing,Shirts,Zara,Bengaluru,2026-02-22 12:53:00,2026-02-25 12:53:00,2026-02-27 12:53:00,1,Changed mind,approved,original_payment_method,836.0
RET0000102,OI00000999,ORD0000510,U00421,P146,H&M Blue Polyester Shirt,Clothing,Shirts,H&M,Chennai,2026-02-15 09:17:00,2026-02-17 09:17:00,2026-02-28 09:17:00,1,Fabric not as expected,approved,original_payment_method,2713.0
RET0000103,OI00001000,ORD0000510,U00421,P050,H&M Green Cotton Jeans,Clothing,Jeans,H&M,Chennai,2026-02-15 09:17:00,2026-02-21 09:17:00,2026-02-28 09:17:00,1,Color mismatch,approved,original_payment_method,2713.0
RET0000130,OI00001194,ORD0000612,U00499,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,Pune,2026-02-25 13:49:00,2026-02-26 13:49:00,2026-02-28 13:49:00,1,Product damaged,rejected,original_payment_method,0.0
RET0000098,OI00000991,ORD0000507,U00127,P012,Nivea Foundation,Beauty,Makeup,Nivea,Chennai,2026-02-14 22:11:00,2026-02-22 22:11:00,2026-02-28 22:11:00,1,Skin irritation,approved,original_payment_method,2237.0
RET0000101,OI00000997,ORD0000509,U00808,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Kolkata,2026-02-15 08:43:00,2026-02-23 08:43:00,2026-03-01 08:43:00,1,Skin irritation,approved,wallet_refund,201.0
RET0000110,OI00001056,ORD0000541,U00389,P193,H&M Red Cotton Jeans,Clothing,Jeans,H&M,Pune,2026-02-17 19:42:00,2026-02-20 19:42:00,2026-03-01 19:42:00,1,Changed mind,approved,wallet_refund,1646.0
RET0000122,OI00001148,ORD0000587,U00850,P001,Samsung Charger,Electronics,Accessories,Samsung,Kolkata,2026-02-22 12:48:00,2026-02-27 12:48:00,2026-03-02 12:48:00,1,Compatibility issue,approved,original_payment_method,1356.0
RET0000127,OI00001176,ORD0000602,U00394,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,Mumbai,2026-02-24 13:44:00,2026-02-25 13:44:00,2026-03-02 13:44:00,1,Changed mind,approved,store_credit,370.0
RET0000107,OI00001038,ORD0000534,U00655,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,Mumbai,2026-02-16 21:43:00,2026-02-22 21:43:00,2026-03-02 21:43:00,1,Compatibility issue,approved,wallet_refund,1296.0
RET0000136,OI00001246,ORD0000640,U00066,P053,Puma Dumbbells,Sports,Equipment,Puma,Pune,2026-02-28 11:06:00,2026-03-02 11:06:00,2026-03-03 11:06:00,1,Build quality issue,pending,original_payment_method,0.0
RET0000121,OI00001147,ORD0000586,U00435,P137,H&M Red Denim T-Shirt,Clothing,T-Shirts,H&M,Hyderabad,2026-02-22 11:09:00,2026-03-02 11:09:00,2026-03-03 11:09:00,1,Color mismatch,approved,original_payment_method,1174.0
RET0000124,OI00001154,ORD0000590,U00354,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,Zara,Bengaluru,2026-02-22 13:54:00,2026-03-02 13:54:00,2026-03-03 13:54:00,1,Product quality issue,approved,wallet_refund,473.0
RET0000145,OI00001318,ORD0000673,U00028,P195,H&M Green Denim Jeans,Clothing,Jeans,H&M,Hyderabad,2026-03-02 23:03:00,2026-03-03 23:03:00,2026-03-03 23:03:00,1,Changed mind,approved,original_payment_method,1812.0
RET0000128,OI00001179,ORD0000605,U00208,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,Ahmedabad,2026-02-24 15:34:00,2026-02-27 15:34:00,2026-03-04 15:34:00,1,Build quality issue,approved,original_payment_method,1083.0
RET0000146,OI00001339,ORD0000685,U00045,P012,Nivea Foundation,Beauty,Makeup,Nivea,Delhi,2026-03-03 22:28:00,2026-03-04 22:28:00,2026-03-04 22:28:00,1,Changed mind,approved,original_payment_method,2237.0
RET0000137,OI00001253,ORD0000643,U00119,P134,Dell H Pavilion 16GB RAM 256GB SSD,Electronics,Laptop,Dell,Chennai,2026-02-28 12:55:00,2026-03-01 12:55:00,2026-03-05 12:55:00,1,Damaged in transit,approved,wallet_refund,87510.0
RET0000114,OI00001092,ORD0000561,U00751,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,Ahmedabad,2026-02-19 19:48:00,2026-03-04 19:48:00,2026-03-05 19:48:00,1,Product quality issue,approved,original_payment_method,2109.0
RET0000143,OI00001313,ORD0000671,U00338,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Mumbai,2026-03-02 22:29:00,2026-03-04 22:29:00,2026-03-05 22:29:00,1,Changed mind,approved,original_payment_method,1574.0
RET0000117,OI00001112,ORD0000570,U00130,P132,Adidas Running Shoes Size 7,Sports,Shoes,Adidas,Hyderabad,2026-02-20 15:11:00,2026-02-21 15:11:00,2026-03-06 15:11:00,1,Size issue,approved,original_payment_method,3001.0
RET0000141,OI00001286,ORD0000658,U00099,P078,Zara Red Polyester Jeans,Clothing,Jeans,Zara,Pune,2026-03-01 19:07:00,2026-03-04 19:07:00,2026-03-06 19:07:00,1,Product quality issue,approved,wallet_refund,2265.0
RET0000133,OI00001237,ORD0000636,U00433,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,Pune,2026-02-27 21:57:00,2026-03-02 21:57:00,2026-03-06 21:57:00,1,Changed mind,approved,original_payment_method,2109.0
RET0000144,OI00001316,ORD0000672,U00086,P197,Puma Sneakers Size 8,Sports,Shoes,Puma,Hyderabad,2026-03-02 22:32:00,2026-03-03 22:32:00,2026-03-07 22:32:00,1,Build quality issue,approved,original_payment_method,6353.0
RET0000139,OI00001276,ORD0000654,U00321,P064,Zara White Denim Shirt,Clothing,Shirts,Zara,Chennai,2026-03-01 13:03:00,2026-03-03 13:03:00,2026-03-08 13:03:00,1,Changed mind,approved,wallet_refund,2244.0
RET0000147,OI00001352,ORD0000693,U00116,P131,Samsung Galaxy S21 64GB Red,Electronics,Smartphone,Samsung,Pune,2026-03-04 19:58:00,2026-03-05 19:58:00,2026-03-08 19:58:00,1,Defective item,approved,original_payment_method,21334.0
RET0000129,OI00001186,ORD0000609,U00344,P189,H&M Red Polyester Shirt,Clothing,Shirts,H&M,Bengaluru,2026-02-24 21:17:00,2026-02-26 21:17:00,2026-03-08 21:17:00,1,Color mismatch,approved,original_payment_method,2483.0
RET0000134,OI00001238,ORD0000637,U00442,P012,Nivea Foundation,Beauty,Makeup,Nivea,Hyderabad,2026-02-27 22:07:00,2026-03-02 22:07:00,2026-03-08 22:07:00,1,Changed mind,approved,store_credit,2237.0
RET0000131,OI00001227,ORD0000632,U00060,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,H&M,Chennai,2026-02-27 19:28:00,2026-03-01 19:28:00,2026-03-11 19:28:00,1,Fabric not as expected,pending,original_payment_method,0.0
RET0000151,OI00001407,ORD0000721,U00189,P025,Lakme Foundation,Beauty,Makeup,Lakme,Ahmedabad,2026-03-07 21:22:00,2026-03-10 21:22:00,2026-03-11 21:22:00,1,Skin irritation,approved,original_payment_method,462.0
RET0000132,OI00001234,ORD0000635,U00545,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Kolkata,2026-02-27 21:24:00,2026-03-09 21:24:00,2026-03-11 21:24:00,1,Wrong shade,approved,original_payment_method,325.0
RET0000138,OI00001274,ORD0000653,U00060,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,H&M,Chennai,2026-03-01 12:43:00,2026-03-03 12:43:00,2026-03-12 12:43:00,1,Color mismatch,rejected,original_payment_method,0.0
RET0000140,OI00001279,ORD0000655,U00068,P014,Nike Track Pants,Sports,Activewear,Nike,Pune,2026-03-01 17:42:00,2026-03-07 17:42:00,2026-03-12 17:42:00,1,Build quality issue,approved,original_payment_method,1075.0
RET0000148,OI00001356,ORD0000696,U00143,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Hyderabad,2026-03-04 22:43:00,2026-03-06 22:43:00,2026-03-12 22:43:00,1,Wrong shade,approved,original_payment_method,325.0
RET0000135,OI00001244,ORD0000639,U00103,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Delhi,2026-02-28 09:29:00,2026-03-02 09:29:00,2026-03-13 09:29:00,1,Product quality issue,approved,original_payment_method,5683.0
RET0000153,OI00001456,ORD0000746,U00439,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,Kolkata,2026-03-10 11:58:00,2026-03-11 11:58:00,2026-03-13 11:58:00,1,Skin irritation,approved,original_payment_method,1859.0
RET0000159,OI00001490,ORD0000760,U00048,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Bengaluru,2026-03-12 12:37:00,2026-03-13 12:37:00,2026-03-14 12:37:00,1,Skin irritation,approved,store_credit,201.0
RET0000161,OI00001493,ORD0000762,U00849,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,2026-03-12 14:52:00,2026-03-13 14:52:00,2026-03-15 14:52:00,1,Packaging damaged,approved,original_payment_method,1414.0
RET0000160,OI00001491,ORD0000761,U00416,P068,Puma Sports T-Shirt,Sports,Activewear,Puma,Chennai,2026-03-12 14:51:00,2026-03-15 14:51:00,2026-03-16 14:51:00,1,Build quality issue,approved,original_payment_method,648.0
RET0000142,OI00001304,ORD0000666,U00375,P195,H&M Green Denim Jeans,Clothing,Jeans,H&M,Bengaluru,2026-03-02 16:38:00,2026-03-11 16:38:00,2026-03-16 16:38:00,1,Product quality issue,approved,original_payment_method,1812.0
RET0000149,OI00001377,ORD0000706,U00648,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Mumbai,2026-03-05 21:06:00,2026-03-12 21:06:00,2026-03-16 21:06:00,1,Product quality issue,approved,original_payment_method,5683.0
RET0000155,OI00001479,ORD0000755,U00732,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Hyderabad,2026-03-11 15:08:00,2026-03-15 15:08:00,2026-03-18 15:08:00,1,Product quality issue,approved,original_payment_method,4542.0
RET0000164,OI00001518,ORD0000775,U00729,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,Hyderabad,2026-03-13 20:18:00,2026-03-17 20:18:00,2026-03-18 20:18:00,1,Product damaged,approved,original_payment_method,1471.0
RET0000150,OI00001396,ORD0000715,U00158,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Delhi,2026-03-06 21:05:00,2026-03-10 21:05:00,2026-03-18 21:05:00,1,Size issue,approved,original_payment_method,3649.0
RET0000154,OI00001464,ORD0000749,U00520,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,2026-03-10 18:59:00,2026-03-17 18:59:00,2026-03-19 18:59:00,1,Skin irritation,approved,original_payment_method,877.0
RET0000168,OI00001607,ORD0000823,U00417,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,2026-03-18 10:48:00,2026-03-19 10:48:00,2026-03-20 10:48:00,1,Wrong shade,approved,original_payment_method,877.0
RET0000169,OI00001616,ORD0000828,U00188,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,Kolkata,2026-03-18 14:52:00,2026-03-19 14:52:00,2026-03-20 14:52:00,2,Color mismatch,approved,original_payment_method,740.0
RET0000158,OI00001487,ORD0000759,U00896,P100,Zara Green Cotton Shirt,Clothing,Shirts,Zara,Ahmedabad,2026-03-11 23:07:00,2026-03-12 23:07:00,2026-03-20 23:07:00,1,Color mismatch,approved,store_credit,2505.0
RET0000166,OI00001546,ORD0000791,U00051,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Pune,2026-03-14 21:18:00,2026-03-17 21:18:00,2026-03-21 21:18:00,1,Changed mind,approved,original_payment_method,325.0
RET0000172,OI00001643,ORD0000843,U00365,P170,H&M Green Cotton Shirt,Clothing,Shirts,H&M,Bengaluru,2026-03-19 22:03:00,2026-03-20 22:03:00,2026-03-21 22:03:00,1,Fabric not as expected,approved,original_payment_method,761.0
RET0000156,OI00001482,ORD0000757,U00868,P086,Boat Power Bank,Electronics,Accessories,Boat,Pune,2026-03-11 17:17:00,2026-03-12 17:17:00,2026-03-22 17:17:00,1,Defective item,approved,original_payment_method,732.0
RET0000152,OI00001427,ORD0000731,U00327,P103,Zara Red Cotton Jacket,Clothing,Jackets,Zara,Pune,2026-03-08 20:14:00,2026-03-12 20:14:00,2026-03-22 20:14:00,1,Color mismatch,approved,original_payment_method,2086.0
RET0000162,OI00001503,ORD0000768,U00270,P012,Nivea Foundation,Beauty,Makeup,Nivea,Mumbai,2026-03-12 22:29:00,2026-03-19 22:29:00,2026-03-22 22:29:00,1,Product damaged,approved,original_payment_method,2237.0
RET0000163,OI00001511,ORD0000772,U00663,P035,Zara Red Denim Shirt,Clothing,Shirts,Zara,Hyderabad,2026-03-13 15:41:00,2026-03-18 15:41:00,2026-03-23 15:41:00,1,Color mismatch,approved,original_payment_method,2759.0
RET0000165,OI00001523,ORD0000779,U00039,P108,H&M White Denim T-Shirt,Clothing,T-Shirts,H&M,Delhi,2026-03-14 10:39:00,2026-03-20 10:39:00,2026-03-24 10:39:00,1,Changed mind,approved,original_payment_method,1041.0
RET0000157,OI00001486,ORD0000759,U00896,P170,H&M Green Cotton Shirt,Clothing,Shirts,H&M,Ahmedabad,2026-03-11 23:07:00,2026-03-18 23:07:00,2026-03-25 23:07:00,1,Fabric not as expected,approved,store_credit,761.0
RET0000173,OI00001678,ORD0000860,U00710,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Pune,2026-03-21 19:54:00,2026-03-22 19:54:00,2026-03-27 19:54:00,1,Packaging damaged,approved,store_credit,6273.0
RET0000175,OI00001708,ORD0000874,U00117,P123,UrbanCo Wooden Dining Table Small,Home,Furniture,UrbanCo,Mumbai,2026-03-23 19:47:00,2026-03-26 19:47:00,2026-03-28 19:47:00,1,Damaged item,approved,wallet_refund,26420.0
RET0000171,OI00001638,ORD0000840,U00230,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Ahmedabad,2026-03-19 19:22:00,2026-03-23 19:22:00,2026-03-29 19:22:00,1,Changed mind,approved,original_payment_method,877.0
RET0000177,OI00001729,ORD0000884,U00188,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Kolkata,2026-03-24 21:08:00,2026-03-26 21:08:00,2026-03-29 21:08:00,1,Color mismatch,approved,original_payment_method,3649.0
RET0000187,OI00001817,ORD0000930,U00243,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,Zara,Chennai,2026-03-29 19:31:00,2026-03-30 19:31:00,2026-03-30 19:31:00,1,Fabric not as expected,approved,store_credit,914.0
RET0000167,OI00001600,ORD0000820,U00216,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Ahmedabad,2026-03-17 20:28:00,2026-03-21 20:28:00,2026-03-30 20:28:00,1,Product damaged,approved,original_payment_method,325.0
RET0000170,OI00001624,ORD0000832,U00380,P114,JBL Wireless Earbuds,Electronics,Headphones,JBL,Delhi,2026-03-18 22:19:00,2026-03-20 22:19:00,2026-03-30 22:19:00,1,Defective item,approved,original_payment_method,2898.0
RET0000188,OI00001824,ORD0000932,U00718,P006,UrbanCo Lamp,Home,Decor,UrbanCo,Chennai,2026-03-29 21:06:00,2026-03-30 21:06:00,2026-03-31 21:06:00,1,Changed mind,approved,wallet_refund,2790.0
RET0000189,OI00001835,ORD0000938,U00601,P193,H&M Red Cotton Jeans,Clothing,Jeans,H&M,Pune,2026-03-30 13:42:00,2026-03-31 13:42:00,2026-04-01 13:42:00,1,Color mismatch,approved,original_payment_method,1646.0
RET0000181,OI00001762,ORD0000903,U00805,P025,Lakme Foundation,Beauty,Makeup,Lakme,Hyderabad,2026-03-26 21:04:00,2026-03-28 21:04:00,2026-04-02 21:04:00,1,Wrong shade,pending,original_payment_method,0.0
RET0000183,OI00001777,ORD0000911,U00328,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,Zara,Bengaluru,2026-03-28 10:20:00,2026-03-29 10:20:00,2026-04-03 10:20:00,1,Changed mind,approved,original_payment_method,724.0
RET0000174,OI00001687,ORD0000865,U00579,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Hyderabad,2026-03-22 11:59:00,2026-03-26 11:59:00,2026-04-04 11:59:00,1,Product damaged,approved,original_payment_method,201.0
RET0000179,OI00001750,ORD0000896,U00558,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,Zara,Delhi,2026-03-26 14:32:00,2026-04-02 14:32:00,2026-04-04 14:32:00,1,Color mismatch,rejected,store_credit,0.0
RET0000180,OI00001760,ORD0000902,U00527,P031,Puma Sneakers Size 7,Sports,Shoes,Puma,Ahmedabad,2026-03-26 20:46:00,2026-04-03 20:46:00,2026-04-06 20:46:00,1,Size issue,approved,store_credit,7055.0
RET0000204,OI00001956,ORD0000999,U00173,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,Pune,2026-04-04 21:42:00,2026-04-05 21:42:00,2026-04-06 21:42:00,1,Changed mind,approved,original_payment_method,370.0
RET0000176,OI00001716,ORD0000878,U00834,P191,H&M White Cotton Shirt,Clothing,Shirts,H&M,Kolkata,2026-03-24 13:32:00,2026-03-28 13:32:00,2026-04-07 13:32:00,1,Size issue,approved,original_payment_method,983.0
RET0000198,OI00001910,ORD0000978,U00207,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Hyderabad,2026-04-03 18:12:00,2026-04-06 18:12:00,2026-04-07 18:12:00,1,Changed mind,approved,original_payment_method,877.0
RET0000182,OI00001770,ORD0000907,U00280,P035,Zara Red Denim Shirt,Clothing,Shirts,Zara,Kolkata,2026-03-27 19:11:00,2026-04-01 19:11:00,2026-04-07 19:11:00,1,Color mismatch,approved,original_payment_method,2759.0
RET0000178,OI00001747,ORD0000894,U00658,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Hyderabad,2026-03-25 21:38:00,2026-04-06 21:38:00,2026-04-07 21:38:00,1,Size issue,approved,original_payment_method,5153.0
RET0000185,OI00001787,ORD0000916,U00416,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Kolkata,2026-03-28 15:19:00,2026-03-31 15:19:00,2026-04-08 15:19:00,1,Packaging damaged,approved,original_payment_method,1414.0
RET0000209,OI00001995,ORD0001018,U00032,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Kolkata,2026-04-05 22:32:00,2026-04-08 22:32:00,2026-04-09 22:32:00,1,Changed mind,approved,store_credit,1574.0
RET0000184,OI00001779,ORD0000911,U00328,P106,H&M Green Polyester T-Shirt,Clothing,T-Shirts,H&M,Bengaluru,2026-03-28 10:20:00,2026-03-30 10:20:00,2026-04-10 10:20:00,1,Size issue,approved,store_credit,806.0
RET0000212,OI00002017,ORD0001030,U00807,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Chennai,2026-04-07 11:27:00,2026-04-08 11:27:00,2026-04-10 11:27:00,1,Size issue,approved,store_credit,1381.0
RET0000211,OI00002009,ORD0001025,U00564,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,Kolkata,2026-04-06 21:12:00,2026-04-09 21:12:00,2026-04-10 21:12:00,1,Color mismatch,approved,original_payment_method,370.0
RET0000190,OI00001839,ORD0000941,U00515,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,Chennai,2026-03-30 17:03:00,2026-04-06 17:03:00,2026-04-11 17:03:00,1,Wrong shade,approved,original_payment_method,1751.0
RET0000202,OI00001945,ORD0000995,U00494,P136,Zara Red Cotton Shirt,Clothing,Shirts,Zara,Hyderabad,2026-04-04 18:39:00,2026-04-08 18:39:00,2026-04-11 18:39:00,1,Product quality issue,approved,original_payment_method,1369.0
RET0000222,OI00002079,ORD0001062,U00236,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Kolkata,2026-04-10 18:58:00,2026-04-11 18:58:00,2026-04-11 18:58:00,1,Size issue,approved,original_payment_method,3649.0
RET0000195,OI00001880,ORD0000958,U00428,P056,Lakme Shampoo,Beauty,Haircare,Lakme,Kolkata,2026-04-01 08:52:00,2026-04-02 08:52:00,2026-04-12 08:52:00,1,Wrong shade,approved,original_payment_method,952.0
RET0000186,OI00001807,ORD0000924,U00243,P079,Boat Charger,Electronics,Accessories,Boat,Chennai,2026-03-29 09:02:00,2026-04-09 09:02:00,2026-04-12 09:02:00,1,Damaged in transit,approved,original_payment_method,379.0
RET0000196,OI00001903,ORD0000973,U00774,P024,UrbanCo Metal Chair Small,Home,Furniture,UrbanCo,Delhi,2026-04-03 15:33:00,2026-04-09 15:33:00,2026-04-12 15:33:00,1,Damaged item,rejected,original_payment_method,0.0
RET0000197,OI00001907,ORD0000976,U00193,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,H&M,Pune,2026-04-03 17:02:00,2026-04-07 17:02:00,2026-04-12 17:02:00,1,Changed mind,approved,original_payment_method,934.0
RET0000216,OI00002050,ORD0001046,U00342,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Delhi,2026-04-08 18:28:00,2026-04-09 18:28:00,2026-04-12 18:28:00,1,Size issue,approved,store_credit,636.0
RET0000206,OI00001982,ORD0001012,U00048,P040,Samsung Power Bank,Electronics,Accessories,Samsung,Ahmedabad,2026-04-05 19:45:00,2026-04-11 19:45:00,2026-04-12 19:45:00,1,Damaged in transit,approved,store_credit,2575.0
RET0000194,OI00001875,ORD0000957,U00882,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Ahmedabad,2026-03-31 22:36:00,2026-04-11 22:36:00,2026-04-12 22:36:00,1,Changed mind,approved,original_payment_method,201.0
RET0000191,OI00001860,ORD0000951,U00784,P045,Puma Running Shoes Size 10,Sports,Shoes,Puma,Mumbai,2026-03-31 16:54:00,2026-04-07 16:54:00,2026-04-13 16:54:00,1,Changed mind,approved,original_payment_method,6410.0
RET0000223,OI00002082,ORD0001064,U00609,P074,Nike Running Shoes Size 9,Sports,Shoes,Nike,Hyderabad,2026-04-10 20:05:00,2026-04-12 20:05:00,2026-04-13 20:05:00,1,Size issue,approved,original_payment_method,4123.0
RET0000208,OI00001988,ORD0001015,U00080,P025,Lakme Foundation,Beauty,Makeup,Lakme,Kolkata,2026-04-05 21:13:00,2026-04-10 21:13:00,2026-04-13 21:13:00,1,Product damaged,approved,wallet_refund,462.0
RET0000228,OI00002113,ORD0001078,U00737,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,H&M,Kolkata,2026-04-12 12:10:00,2026-04-13 12:10:00,2026-04-14 12:10:00,1,Color mismatch,rejected,original_payment_method,0.0
RET0000199,OI00001916,ORD0000982,U00249,P045,Puma Running Shoes Size 10,Sports,Shoes,Puma,Pune,2026-04-04 12:51:00,2026-04-05 12:51:00,2026-04-14 12:51:00,1,Packaging damaged,approved,original_payment_method,6410.0
RET0000192,OI00001865,ORD0000953,U00122,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,Hyderabad,2026-03-31 17:32:00,2026-04-10 17:32:00,2026-04-14 17:32:00,1,Wrong shade,approved,original_payment_method,1471.0
RET0000215,OI00002045,ORD0001044,U00797,P073,Zara Black Denim Shirt,Clothing,Shirts,Zara,Mumbai,2026-04-08 17:34:00,2026-04-11 17:34:00,2026-04-14 17:34:00,1,Color mismatch,approved,wallet_refund,663.0
RET0000193,OI00001871,ORD0000955,U00095,P083,OnePlus 3 128GB White,Electronics,Smartphone,OnePlus,Hyderabad,2026-03-31 20:15:00,2026-04-01 20:15:00,2026-04-14 20:15:00,1,Wrong item delivered,approved,original_payment_method,63280.0
RET0000205,OI00001961,ORD0001001,U00517,P054,Adidas Yoga Mat,Sports,Equipment,Adidas,Kolkata,2026-04-04 22:46:00,2026-04-11 22:46:00,2026-04-14 22:46:00,1,Packaging damaged,approved,original_payment_method,5689.0
RET0000220,OI00002059,ORD0001052,U00828,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Mumbai,2026-04-09 15:56:00,2026-04-11 15:56:00,2026-04-15 15:56:00,1,Changed mind,approved,original_payment_method,201.0
RET0000207,OI00001987,ORD0001014,U00500,P142,UrbanCo Plastic Sofa Medium,Home,Furniture,UrbanCo,Hyderabad,2026-04-05 20:59:00,2026-04-09 20:59:00,2026-04-15 20:59:00,1,Damaged item,pending,original_payment_method,0.0
RET0000221,OI00002070,ORD0001057,U00472,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,Pune,2026-04-09 21:13:00,2026-04-11 21:13:00,2026-04-15 21:13:00,1,Build quality issue,approved,original_payment_method,5810.0
RET0000217,OI00002052,ORD0001047,U00735,P025,Lakme Foundation,Beauty,Makeup,Lakme,Kolkata,2026-04-08 19:34:00,2026-04-14 19:34:00,2026-04-16 19:34:00,1,Changed mind,rejected,store_credit,0.0
RET0000233,OI00002189,ORD0001117,U00529,P068,Puma Sports T-Shirt,Sports,Activewear,Puma,Chennai,2026-04-16 08:45:00,2026-04-17 08:45:00,2026-04-17 08:45:00,1,Build quality issue,pending,original_payment_method,0.0
RET0000218,OI00002056,ORD0001050,U00483,P059,H&M Black Denim T-Shirt,Clothing,T-Shirts,H&M,Hyderabad,2026-04-09 12:31:00,2026-04-16 12:31:00,2026-04-17 12:31:00,1,Product quality issue,approved,original_payment_method,1070.0
RET0000200,OI00001938,ORD0000993,U00892,P025,Lakme Foundation,Beauty,Makeup,Lakme,Chennai,2026-04-04 18:09:00,2026-04-15 18:09:00,2026-04-17 18:09:00,1,Product damaged,approved,original_payment_method,462.0
RET0000229,OI00002136,ORD0001089,U00644,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Bengaluru,2026-04-12 22:08:00,2026-04-15 22:08:00,2026-04-17 22:08:00,1,Changed mind,approved,original_payment_method,325.0
RET0000210,OI00002002,ORD0001021,U00083,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,Bengaluru,2026-04-06 13:07:00,2026-04-12 13:07:00,2026-04-18 13:07:00,1,Product quality issue,approved,original_payment_method,2109.0
RET0000214,OI00002042,ORD0001043,U00823,P013,OnePlus 13 256GB Black,Electronics,Smartphone,OnePlus,Kolkata,2026-04-08 16:08:00,2026-04-14 16:08:00,2026-04-18 16:08:00,1,Wrong item delivered,approved,original_payment_method,75619.0
RET0000201,OI00001939,ORD0000993,U00892,P056,Lakme Shampoo,Beauty,Haircare,Lakme,Chennai,2026-04-04 18:09:00,2026-04-10 18:09:00,2026-04-18 18:09:00,1,Wrong shade,approved,original_payment_method,952.0
RET0000203,OI00001949,ORD0000997,U00703,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Chennai,2026-04-04 19:52:00,2026-04-17 19:52:00,2026-04-18 19:52:00,1,Build quality issue,approved,store_credit,1414.0
RET0000224,OI00002092,ORD0001068,U00469,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,Kolkata,2026-04-11 09:26:00,2026-04-15 09:26:00,2026-04-19 09:26:00,1,Product damaged,approved,original_payment_method,1471.0
RET0000213,OI00002040,ORD0001042,U00198,P190,Zara Green Cotton Jacket,Clothing,Jackets,Zara,Kolkata,2026-04-08 15:38:00,2026-04-09 15:38:00,2026-04-20 15:38:00,1,Product quality issue,approved,wallet_refund,2207.0
RET0000230,OI00002147,ORD0001096,U00348,P025,Lakme Foundation,Beauty,Makeup,Lakme,Ahmedabad,2026-04-13 20:13:00,2026-04-16 20:13:00,2026-04-21 20:13:00,1,Product damaged,approved,store_credit,462.0
