event_id,session_id,user_id,event_type,event_timestamp,event_step,product_id,product_name,category,subcategory,brand,region,device_type,traffic_source,page_type,search_keyword,event_date
EVT0007472,S001749,U00507,view,25-01-2026 14:23,3,P014,Nike Track Pants,Sports,Activewear,Nike,Hyderabad,mobile,direct,product_page,,25-01-2026
EVT0007473,S001749,U00507,add_to_cart,25-01-2026 14:24,4,P014,Nike Track Pants,Sports,Activewear,Nike,Hyderabad,mobile,direct,cart,,25-01-2026
EVT0007474,S001749,U00507,checkout_start,25-01-2026 14:24,5,P014,Nike Track Pants,Sports,Activewear,Nike,Hyderabad,mobile,direct,checkout,,25-01-2026
EVT0007475,S001749,U00507,purchase,25-01-2026 14:26,6,P014,Nike Track Pants,Sports,Activewear,Nike,Hyderabad,mobile,direct,confirmation,,25-01-2026
EVT0007476,S001736,U00217,visit,25-01-2026 14:45,1,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,desktop,direct,landing_page,,25-01-2026
EVT0007477,S001736,U00217,view,25-01-2026 14:47,2,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,desktop,direct,product_page,,25-01-2026
EVT0007478,S001736,U00217,add_to_cart,25-01-2026 14:49,3,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,desktop,direct,cart,,25-01-2026
EVT0007479,S001736,U00217,checkout_start,25-01-2026 14:51,4,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,desktop,direct,checkout,,25-01-2026
EVT0007480,S001736,U00217,purchase,25-01-2026 14:52,5,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Kolkata,desktop,direct,confirmation,,25-01-2026
EVT0007481,S001762,U00519,visit,25-01-2026 15:19,1,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Kolkata,mobile,direct,landing_page,,25-01-2026
EVT0007482,S001762,U00519,search,25-01-2026 15:21,2,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Kolkata,mobile,direct,search_results,blue jeans,25-01-2026
EVT0007483,S001762,U00519,view,25-01-2026 15:23,3,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Kolkata,mobile,direct,product_page,,25-01-2026
EVT0007484,S001762,U00519,view,25-01-2026 15:24,4,P070,H&M Black Cotton T-Shirt,Clothing,T-Shirts,H&M,Kolkata,mobile,direct,product_page,,25-01-2026
EVT0007485,S001762,U00519,add_to_cart,25-01-2026 15:26,5,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Kolkata,mobile,direct,cart,,25-01-2026
EVT0007486,S001762,U00519,checkout_start,25-01-2026 15:27,6,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Kolkata,mobile,direct,checkout,,25-01-2026
EVT0007487,S001762,U00519,checkout_abandon,25-01-2026 15:29,7,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,Kolkata,mobile,direct,checkout,,25-01-2026
EVT0007488,S001729,U00237,visit,25-01-2026 15:30,1,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,Mumbai,desktop,direct,landing_page,,25-01-2026
EVT0007489,S001729,U00237,search,25-01-2026 15:32,2,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,Mumbai,desktop,direct,search_results,lipstick,25-01-2026
EVT0007490,S001729,U00237,view,25-01-2026 15:33,3,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,Mumbai,desktop,direct,product_page,,25-01-2026
EVT0007491,S001729,U00237,view,25-01-2026 15:34,4,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Mumbai,desktop,direct,product_page,,25-01-2026
EVT0007492,S001773,U00517,visit,25-01-2026 15:39,1,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,Kolkata,mobile,social,landing_page,,25-01-2026
EVT0007493,S001773,U00517,view,25-01-2026 15:42,2,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,Kolkata,mobile,social,product_page,,25-01-2026
EVT0007494,S001717,U00703,visit,25-01-2026 15:43,1,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,Pune,mobile,direct,landing_page,,25-01-2026
EVT0007495,S001717,U00703,search,25-01-2026 15:44,2,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,Pune,mobile,direct,search_results,yoga mat,25-01-2026
EVT0007496,S001773,U00517,view,25-01-2026 15:44,3,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,Kolkata,mobile,social,product_page,,25-01-2026
EVT0007497,S001717,U00703,view,25-01-2026 15:44,3,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,Pune,mobile,direct,product_page,,25-01-2026
EVT0007498,S001717,U00703,add_to_cart,25-01-2026 15:45,4,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,Pune,mobile,direct,cart,,25-01-2026
EVT0007499,S001717,U00703,checkout_start,25-01-2026 15:47,5,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,Pune,mobile,direct,checkout,,25-01-2026
EVT0007500,S001717,U00703,checkout_abandon,25-01-2026 15:48,6,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,Pune,mobile,direct,checkout,,25-01-2026
EVT0007501,S001744,U00629,visit,25-01-2026 16:07,1,P012,Nivea Foundation,Beauty,Makeup,Nivea,Pune,mobile,organic_search,landing_page,,25-01-2026
EVT0007502,S001744,U00629,search,25-01-2026 16:07,2,P012,Nivea Foundation,Beauty,Makeup,Nivea,Pune,mobile,organic_search,search_results,face wash,25-01-2026
EVT0007503,S001744,U00629,view,25-01-2026 16:08,3,P012,Nivea Foundation,Beauty,Makeup,Nivea,Pune,mobile,organic_search,product_page,,25-01-2026
EVT0007504,S001744,U00629,view,25-01-2026 16:10,4,P056,Lakme Shampoo,Beauty,Haircare,Lakme,Pune,mobile,organic_search,product_page,,25-01-2026
EVT0007505,S001766,U00031,visit,25-01-2026 16:25,1,P132,Adidas Running Shoes Size 7,Sports,Shoes,Adidas,Kolkata,tablet,email,landing_page,,25-01-2026
EVT0007506,S001766,U00031,view,25-01-2026 16:26,2,P132,Adidas Running Shoes Size 7,Sports,Shoes,Adidas,Kolkata,tablet,email,product_page,,25-01-2026
EVT0007507,S001743,U00830,visit,25-01-2026 16:31,1,P086,Boat Power Bank,Electronics,Accessories,Boat,Delhi,desktop,direct,landing_page,,25-01-2026
EVT0007508,S001743,U00830,view,25-01-2026 16:32,2,P086,Boat Power Bank,Electronics,Accessories,Boat,Delhi,desktop,direct,product_page,,25-01-2026
EVT0007509,S001743,U00830,view,25-01-2026 16:34,3,P067,Boat Wireless Earbuds,Electronics,Headphones,Boat,Delhi,desktop,direct,product_page,,25-01-2026
EVT0007510,S001747,U00517,visit,25-01-2026 16:36,1,P009,Nivea Lipstick,Beauty,Makeup,Nivea,Kolkata,desktop,organic_search,landing_page,,25-01-2026
EVT0007511,S001747,U00517,view,25-01-2026 16:37,2,P009,Nivea Lipstick,Beauty,Makeup,Nivea,Kolkata,desktop,organic_search,product_page,,25-01-2026
EVT0007512,S001747,U00517,add_to_cart,25-01-2026 16:38,3,P009,Nivea Lipstick,Beauty,Makeup,Nivea,Kolkata,desktop,organic_search,cart,,25-01-2026
EVT0007513,S001734,U00840,visit,25-01-2026 16:38,1,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Hyderabad,mobile,direct,landing_page,,25-01-2026
EVT0007514,S001747,U00517,checkout_start,25-01-2026 16:39,4,P009,Nivea Lipstick,Beauty,Makeup,Nivea,Kolkata,desktop,organic_search,checkout,,25-01-2026
EVT0007515,S001734,U00840,search,25-01-2026 16:39,2,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Hyderabad,mobile,direct,search_results,cotton shirt,25-01-2026
EVT0007516,S001747,U00517,checkout_abandon,25-01-2026 16:41,5,P009,Nivea Lipstick,Beauty,Makeup,Nivea,Kolkata,desktop,organic_search,checkout,,25-01-2026
EVT0007517,S001734,U00840,view,25-01-2026 16:42,3,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Hyderabad,mobile,direct,product_page,,25-01-2026
EVT0007518,S001734,U00840,add_to_cart,25-01-2026 16:43,4,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Hyderabad,mobile,direct,cart,,25-01-2026
EVT0007519,S001734,U00840,checkout_start,25-01-2026 16:45,5,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Hyderabad,mobile,direct,checkout,,25-01-2026
EVT0007520,S001734,U00840,checkout_abandon,25-01-2026 16:47,6,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,Hyderabad,mobile,direct,checkout,,25-01-2026
EVT0007521,S001752,U00594,visit,25-01-2026 16:47,1,P001,Samsung Charger,Electronics,Accessories,Samsung,Ahmedabad,desktop,social,landing_page,,25-01-2026
EVT0007522,S001752,U00594,view,25-01-2026 16:48,2,P001,Samsung Charger,Electronics,Accessories,Samsung,Ahmedabad,desktop,social,product_page,,25-01-2026
EVT0007523,S001752,U00594,view,25-01-2026 16:49,3,P037,Apple MacBook Air 8GB RAM 512GB SSD,Electronics,Laptop,Apple,Ahmedabad,desktop,social,product_page,,25-01-2026
EVT0007524,S001752,U00594,add_to_cart,25-01-2026 16:50,4,P001,Samsung Charger,Electronics,Accessories,Samsung,Ahmedabad,desktop,social,cart,,25-01-2026
EVT0007525,S001752,U00594,checkout_start,25-01-2026 16:50,5,P001,Samsung Charger,Electronics,Accessories,Samsung,Ahmedabad,desktop,social,checkout,,25-01-2026
EVT0007526,S001752,U00594,purchase,25-01-2026 16:52,6,P001,Samsung Charger,Electronics,Accessories,Samsung,Ahmedabad,desktop,social,confirmation,,25-01-2026
EVT0007527,S001779,U00250,visit,25-01-2026 17:19,1,P171,Dell Aspire 8GB RAM 1TB SSD,Electronics,Laptop,Dell,Kolkata,mobile,email,landing_page,,25-01-2026
EVT0007528,S001779,U00250,view,25-01-2026 17:19,2,P171,Dell Aspire 8GB RAM 1TB SSD,Electronics,Laptop,Dell,Kolkata,mobile,email,product_page,,25-01-2026
EVT0007529,S001779,U00250,view,25-01-2026 17:21,3,P008,Sony Bluetooth Headphones,Electronics,Headphones,Sony,Kolkata,mobile,email,product_page,,25-01-2026
EVT0007530,S001779,U00250,add_to_cart,25-01-2026 17:23,4,P171,Dell Aspire 8GB RAM 1TB SSD,Electronics,Laptop,Dell,Kolkata,mobile,email,cart,,25-01-2026
EVT0007531,S001779,U00250,checkout_start,25-01-2026 17:24,5,P171,Dell Aspire 8GB RAM 1TB SSD,Electronics,Laptop,Dell,Kolkata,mobile,email,checkout,,25-01-2026
EVT0007532,S001779,U00250,checkout_abandon,25-01-2026 17:25,6,P171,Dell Aspire 8GB RAM 1TB SSD,Electronics,Laptop,Dell,Kolkata,mobile,email,checkout,,25-01-2026
EVT0007533,S001739,U00865,visit,25-01-2026 17:25,1,P153,UrbanCo Wooden Sofa Large,Home,Furniture,UrbanCo,Bengaluru,mobile,organic_search,landing_page,,25-01-2026
EVT0007534,S001739,U00865,search,25-01-2026 17:26,2,P153,UrbanCo Wooden Sofa Large,Home,Furniture,UrbanCo,Bengaluru,mobile,organic_search,search_results,kitchen mixer,25-01-2026
EVT0007535,S001739,U00865,view,25-01-2026 17:28,3,P153,UrbanCo Wooden Sofa Large,Home,Furniture,UrbanCo,Bengaluru,mobile,organic_search,product_page,,25-01-2026
EVT0007536,S001739,U00865,view,25-01-2026 17:31,4,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,Bengaluru,mobile,organic_search,product_page,,25-01-2026
EVT0007537,S001758,U00344,visit,25-01-2026 17:38,1,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,Bengaluru,mobile,paid_ads,landing_page,,25-01-2026
EVT0007538,S001758,U00344,view,25-01-2026 17:40,2,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,Bengaluru,mobile,paid_ads,product_page,,25-01-2026
EVT0007539,S001758,U00344,add_to_cart,25-01-2026 17:42,3,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,Bengaluru,mobile,paid_ads,cart,,25-01-2026
EVT0007540,S001758,U00344,checkout_start,25-01-2026 17:44,4,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,Bengaluru,mobile,paid_ads,checkout,,25-01-2026
EVT0007541,S001758,U00344,purchase,25-01-2026 17:44,5,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,Bengaluru,mobile,paid_ads,confirmation,,25-01-2026
EVT0007542,S001750,U00339,visit,25-01-2026 17:46,1,P016,UrbanCo Cookware Set,Home,Kitchen,UrbanCo,Pune,desktop,direct,landing_page,,25-01-2026
EVT0007543,S001750,U00339,search,25-01-2026 17:47,2,P016,UrbanCo Cookware Set,Home,Kitchen,UrbanCo,Pune,desktop,direct,search_results,wall decor,25-01-2026
EVT0007544,S001750,U00339,view,25-01-2026 17:49,3,P016,UrbanCo Cookware Set,Home,Kitchen,UrbanCo,Pune,desktop,direct,product_page,,25-01-2026
EVT0007545,S001772,U00355,visit,25-01-2026 17:58,1,P025,Lakme Foundation,Beauty,Makeup,Lakme,Bengaluru,mobile,social,landing_page,,25-01-2026
EVT0007546,S001772,U00355,view,25-01-2026 18:01,2,P025,Lakme Foundation,Beauty,Makeup,Lakme,Bengaluru,mobile,social,product_page,,25-01-2026
EVT0007547,S001772,U00355,view,25-01-2026 18:03,3,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Bengaluru,mobile,social,product_page,,25-01-2026
EVT0007548,S001772,U00355,add_to_cart,25-01-2026 18:05,4,P025,Lakme Foundation,Beauty,Makeup,Lakme,Bengaluru,mobile,social,cart,,25-01-2026
EVT0007549,S001772,U00355,checkout_start,25-01-2026 18:07,5,P025,Lakme Foundation,Beauty,Makeup,Lakme,Bengaluru,mobile,social,checkout,,25-01-2026
EVT0007550,S001772,U00355,purchase,25-01-2026 18:08,6,P025,Lakme Foundation,Beauty,Makeup,Lakme,Bengaluru,mobile,social,confirmation,,25-01-2026
EVT0007551,S001745,U00437,visit,25-01-2026 18:13,1,P121,UrbanCo Plastic Sofa Large,Home,Furniture,UrbanCo,Delhi,mobile,direct,landing_page,,25-01-2026
EVT0007552,S001745,U00437,search,25-01-2026 18:13,2,P121,UrbanCo Plastic Sofa Large,Home,Furniture,UrbanCo,Delhi,mobile,direct,search_results,sofa set,25-01-2026
EVT0007553,S001745,U00437,view,25-01-2026 18:14,3,P121,UrbanCo Plastic Sofa Large,Home,Furniture,UrbanCo,Delhi,mobile,direct,product_page,,25-01-2026
EVT0007554,S001745,U00437,view,25-01-2026 18:16,4,P116,UrbanCo Plastic Chair Medium,Home,Furniture,UrbanCo,Delhi,mobile,direct,product_page,,25-01-2026
EVT0007555,S001774,U00176,visit,25-01-2026 18:22,1,P114,JBL Wireless Earbuds,Electronics,Headphones,JBL,Ahmedabad,desktop,organic_search,landing_page,,25-01-2026
EVT0007556,S001774,U00176,search,25-01-2026 18:23,2,P114,JBL Wireless Earbuds,Electronics,Headphones,JBL,Ahmedabad,desktop,organic_search,search_results,wireless earbuds,25-01-2026
EVT0007557,S001774,U00176,view,25-01-2026 18:25,3,P114,JBL Wireless Earbuds,Electronics,Headphones,JBL,Ahmedabad,desktop,organic_search,product_page,,25-01-2026
EVT0007558,S001774,U00176,view,25-01-2026 18:26,4,P001,Samsung Charger,Electronics,Accessories,Samsung,Ahmedabad,desktop,organic_search,product_page,,25-01-2026
EVT0007559,S001725,U00206,visit,25-01-2026 18:28,1,P014,Nike Track Pants,Sports,Activewear,Nike,Mumbai,mobile,direct,landing_page,,25-01-2026
EVT0007560,S001725,U00206,search,25-01-2026 18:28,2,P014,Nike Track Pants,Sports,Activewear,Nike,Mumbai,mobile,direct,search_results,dumbbells,25-01-2026
EVT0007561,S001725,U00206,view,25-01-2026 18:31,3,P014,Nike Track Pants,Sports,Activewear,Nike,Mumbai,mobile,direct,product_page,,25-01-2026
EVT0007562,S001725,U00206,add_to_cart,25-01-2026 18:33,4,P014,Nike Track Pants,Sports,Activewear,Nike,Mumbai,mobile,direct,cart,,25-01-2026
EVT0007563,S001725,U00206,checkout_start,25-01-2026 18:34,5,P014,Nike Track Pants,Sports,Activewear,Nike,Mumbai,mobile,direct,checkout,,25-01-2026
EVT0007564,S001725,U00206,checkout_abandon,25-01-2026 18:34,6,P014,Nike Track Pants,Sports,Activewear,Nike,Mumbai,mobile,direct,checkout,,25-01-2026
EVT0007565,S001771,U00237,visit,25-01-2026 18:43,1,P150,Adidas Track Pants,Sports,Activewear,Adidas,Mumbai,desktop,direct,landing_page,,25-01-2026
EVT0007566,S001771,U00237,view,25-01-2026 18:44,2,P150,Adidas Track Pants,Sports,Activewear,Adidas,Mumbai,desktop,direct,product_page,,25-01-2026
EVT0007567,S001771,U00237,view,25-01-2026 18:47,3,P148,Adidas Sneakers Size 7,Sports,Shoes,Adidas,Mumbai,desktop,direct,product_page,,25-01-2026
EVT0007568,S001735,U00577,visit,25-01-2026 18:49,1,P170,H&M Green Cotton Shirt,Clothing,Shirts,H&M,Bengaluru,mobile,organic_search,landing_page,,25-01-2026
EVT0007569,S001735,U00577,view,25-01-2026 18:52,2,P170,H&M Green Cotton Shirt,Clothing,Shirts,H&M,Bengaluru,mobile,organic_search,product_page,,25-01-2026
EVT0007570,S001735,U00577,view,25-01-2026 18:52,3,P108,H&M White Denim T-Shirt,Clothing,T-Shirts,H&M,Bengaluru,mobile,organic_search,product_page,,25-01-2026
EVT0007571,S001775,U00421,visit,25-01-2026 19:00,1,P024,UrbanCo Metal Chair Small,Home,Furniture,UrbanCo,Kolkata,tablet,paid_ads,landing_page,,25-01-2026
EVT0007572,S001767,U00718,visit,25-01-2026 19:01,1,P040,Samsung Power Bank,Electronics,Accessories,Samsung,Ahmedabad,desktop,organic_search,landing_page,,25-01-2026
EVT0007573,S001775,U00421,search,25-01-2026 19:01,2,P024,UrbanCo Metal Chair Small,Home,Furniture,UrbanCo,Kolkata,tablet,paid_ads,search_results,kitchen mixer,25-01-2026
EVT0007574,S001767,U00718,view,25-01-2026 19:01,2,P040,Samsung Power Bank,Electronics,Accessories,Samsung,Ahmedabad,desktop,organic_search,product_page,,25-01-2026
EVT0007575,S001775,U00421,view,25-01-2026 19:02,3,P024,UrbanCo Metal Chair Small,Home,Furniture,UrbanCo,Kolkata,tablet,paid_ads,product_page,,25-01-2026
EVT0007576,S001721,U00577,visit,25-01-2026 19:03,1,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Bengaluru,desktop,direct,landing_page,,25-01-2026
EVT0007577,S001767,U00718,add_to_cart,25-01-2026 19:03,3,P040,Samsung Power Bank,Electronics,Accessories,Samsung,Ahmedabad,desktop,organic_search,cart,,25-01-2026
EVT0007578,S001767,U00718,checkout_start,25-01-2026 19:04,4,P040,Samsung Power Bank,Electronics,Accessories,Samsung,Ahmedabad,desktop,organic_search,checkout,,25-01-2026
EVT0007579,S001775,U00421,view,25-01-2026 19:04,4,P153,UrbanCo Wooden Sofa Large,Home,Furniture,UrbanCo,Kolkata,tablet,paid_ads,product_page,,25-01-2026
EVT0007580,S001721,U00577,search,25-01-2026 19:04,2,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Bengaluru,desktop,direct,search_results,dumbbells,25-01-2026
EVT0007581,S001767,U00718,checkout_abandon,25-01-2026 19:04,5,P040,Samsung Power Bank,Electronics,Accessories,Samsung,Ahmedabad,desktop,organic_search,checkout,,25-01-2026
EVT0007582,S001721,U00577,view,25-01-2026 19:07,3,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Bengaluru,desktop,direct,product_page,,25-01-2026
EVT0007583,S001721,U00577,view,25-01-2026 19:09,4,P014,Nike Track Pants,Sports,Activewear,Nike,Bengaluru,desktop,direct,product_page,,25-01-2026
EVT0007584,S001728,U00003,visit,25-01-2026 19:12,1,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Delhi,mobile,referral,landing_page,,25-01-2026
EVT0007585,S001728,U00003,search,25-01-2026 19:13,2,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Delhi,mobile,referral,search_results,yoga mat,25-01-2026
EVT0007586,S001728,U00003,view,25-01-2026 19:14,3,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Delhi,mobile,referral,product_page,,25-01-2026
EVT0007587,S001728,U00003,add_to_cart,25-01-2026 19:16,4,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Delhi,mobile,referral,cart,,25-01-2026
EVT0007588,S001728,U00003,checkout_start,25-01-2026 19:18,5,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Delhi,mobile,referral,checkout,,25-01-2026
EVT0007589,S001728,U00003,checkout_abandon,25-01-2026 19:20,6,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Delhi,mobile,referral,checkout,,25-01-2026
EVT0007590,S001730,U00233,visit,25-01-2026 19:36,1,P096,Apple H 32GB RAM 512GB SSD,Electronics,Laptop,Apple,Chennai,desktop,direct,landing_page,,25-01-2026
EVT0007591,S001755,U00004,visit,25-01-2026 19:36,1,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Mumbai,desktop,paid_ads,landing_page,,25-01-2026
EVT0007592,S001730,U00233,search,25-01-2026 19:36,2,P096,Apple H 32GB RAM 512GB SSD,Electronics,Laptop,Apple,Chennai,desktop,direct,search_results,laptop deals,25-01-2026
EVT0007593,S001755,U00004,search,25-01-2026 19:36,2,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Mumbai,desktop,paid_ads,search_results,graphic t-shirt,25-01-2026
EVT0007594,S001730,U00233,view,25-01-2026 19:37,3,P096,Apple H 32GB RAM 512GB SSD,Electronics,Laptop,Apple,Chennai,desktop,direct,product_page,,25-01-2026
EVT0007595,S001755,U00004,view,25-01-2026 19:38,3,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Mumbai,desktop,paid_ads,product_page,,25-01-2026
EVT0007596,S001755,U00004,add_to_cart,25-01-2026 19:39,4,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Mumbai,desktop,paid_ads,cart,,25-01-2026
EVT0007597,S001755,U00004,checkout_start,25-01-2026 19:40,5,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Mumbai,desktop,paid_ads,checkout,,25-01-2026
EVT0007598,S001755,U00004,purchase,25-01-2026 19:41,6,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Mumbai,desktop,paid_ads,confirmation,,25-01-2026
EVT0007599,S001761,U00195,visit,25-01-2026 20:01,1,P056,Lakme Shampoo,Beauty,Haircare,Lakme,Ahmedabad,tablet,organic_search,landing_page,,25-01-2026
EVT0007600,S001761,U00195,search,25-01-2026 20:01,2,P056,Lakme Shampoo,Beauty,Haircare,Lakme,Ahmedabad,tablet,organic_search,search_results,moisturizer,25-01-2026
EVT0007601,S001761,U00195,view,25-01-2026 20:02,3,P056,Lakme Shampoo,Beauty,Haircare,Lakme,Ahmedabad,tablet,organic_search,product_page,,25-01-2026
EVT0007602,S001760,U00106,visit,25-01-2026 20:13,1,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,Kolkata,mobile,direct,landing_page,,25-01-2026
EVT0007603,S001760,U00106,view,25-01-2026 20:15,2,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,Kolkata,mobile,direct,product_page,,25-01-2026
EVT0007604,S001760,U00106,add_to_cart,25-01-2026 20:18,3,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,Kolkata,mobile,direct,cart,,25-01-2026
EVT0007605,S001760,U00106,checkout_start,25-01-2026 20:19,4,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,Kolkata,mobile,direct,checkout,,25-01-2026
EVT0007606,S001760,U00106,checkout_abandon,25-01-2026 20:21,5,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,Kolkata,mobile,direct,checkout,,25-01-2026
EVT0007607,S001748,U00472,visit,25-01-2026 20:28,1,P149,Zara Blue Denim Jacket,Clothing,Jackets,Zara,Ahmedabad,tablet,email,landing_page,,25-01-2026
EVT0007608,S001748,U00472,view,25-01-2026 20:29,2,P149,Zara Blue Denim Jacket,Clothing,Jackets,Zara,Ahmedabad,tablet,email,product_page,,25-01-2026
EVT0007609,S001748,U00472,view,25-01-2026 20:31,3,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,Ahmedabad,tablet,email,product_page,,25-01-2026
EVT0007610,S001777,U00691,visit,25-01-2026 20:37,1,P010,Samsung Phone Case,Electronics,Accessories,Samsung,Pune,mobile,paid_ads,landing_page,,25-01-2026
EVT0007611,S001777,U00691,search,25-01-2026 20:38,2,P010,Samsung Phone Case,Electronics,Accessories,Samsung,Pune,mobile,paid_ads,search_results,wireless earbuds,25-01-2026
EVT0007612,S001742,U00378,visit,25-01-2026 20:39,1,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,Delhi,tablet,social,landing_page,,25-01-2026
EVT0007613,S001742,U00378,search,25-01-2026 20:39,2,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,Delhi,tablet,social,search_results,wall decor,25-01-2026
EVT0007614,S001777,U00691,view,25-01-2026 20:39,3,P010,Samsung Phone Case,Electronics,Accessories,Samsung,Pune,mobile,paid_ads,product_page,,25-01-2026
EVT0007615,S001777,U00691,view,25-01-2026 20:40,4,P052,Apple Air 8GB RAM 1TB SSD,Electronics,Laptop,Apple,Pune,mobile,paid_ads,product_page,,25-01-2026
EVT0007616,S001742,U00378,view,25-01-2026 20:41,3,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,Delhi,tablet,social,product_page,,25-01-2026
EVT0007617,S001777,U00691,add_to_cart,25-01-2026 20:41,5,P010,Samsung Phone Case,Electronics,Accessories,Samsung,Pune,mobile,paid_ads,cart,,25-01-2026
EVT0007618,S001777,U00691,checkout_start,25-01-2026 20:42,6,P010,Samsung Phone Case,Electronics,Accessories,Samsung,Pune,mobile,paid_ads,checkout,,25-01-2026
EVT0007619,S001777,U00691,checkout_abandon,25-01-2026 20:43,7,P010,Samsung Phone Case,Electronics,Accessories,Samsung,Pune,mobile,paid_ads,checkout,,25-01-2026
EVT0007620,S001742,U00378,view,25-01-2026 20:43,4,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,Delhi,tablet,social,product_page,,25-01-2026
EVT0007621,S001738,U00779,visit,25-01-2026 21:01,1,P028,Apple 11 256GB Red,Electronics,Smartphone,Apple,Mumbai,tablet,paid_ads,landing_page,,25-01-2026
EVT0007622,S001738,U00779,search,25-01-2026 21:02,2,P028,Apple 11 256GB Red,Electronics,Smartphone,Apple,Mumbai,tablet,paid_ads,search_results,phone accessories,25-01-2026
EVT0007623,S001738,U00779,view,25-01-2026 21:03,3,P028,Apple 11 256GB Red,Electronics,Smartphone,Apple,Mumbai,tablet,paid_ads,product_page,,25-01-2026
EVT0007624,S001738,U00779,view,25-01-2026 21:03,4,P089,Apple Macbook Air 16GB RAM 256GB SSD,Electronics,Laptop,Apple,Mumbai,tablet,paid_ads,product_page,,25-01-2026
EVT0007625,S001732,U00494,visit,25-01-2026 21:07,1,P001,Samsung Charger,Electronics,Accessories,Samsung,Hyderabad,mobile,organic_search,landing_page,,25-01-2026
EVT0007626,S001719,U00044,visit,25-01-2026 21:08,1,P049,Dell XPS 16GB RAM 512GB SSD,Electronics,Laptop,Dell,Ahmedabad,mobile,referral,landing_page,,25-01-2026
EVT0007627,S001719,U00044,search,25-01-2026 21:08,2,P049,Dell XPS 16GB RAM 512GB SSD,Electronics,Laptop,Dell,Ahmedabad,mobile,referral,search_results,best smartphone,25-01-2026
EVT0007628,S001732,U00494,view,25-01-2026 21:09,2,P001,Samsung Charger,Electronics,Accessories,Samsung,Hyderabad,mobile,organic_search,product_page,,25-01-2026
