order_id,purchase_event_id,session_id,user_id,order_timestamp,order_date,region,device_type,traffic_source,primary_product_id,primary_product_name,primary_category,primary_subcategory,basket_items_count,total_units,subtotal,discount_rate,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,order_status,estimated_cost,estimated_profit
ORD0000239,EVT0005645,S001285,U00460,17-01-2026 17:33,17-01-2026,Mumbai,mobile,organic_search,P080,Boat Phone Case,Electronics,Accessories,1,1,1006,0.03,30.18,143.53,175.65,1295,Net Banking,completed,683.96,611.04
ORD0000240,EVT0005666,S001302,U00096,17-01-2026 18:21,17-01-2026,Kolkata,desktop,organic_search,P117,Nike Running Shoes Size 10,Sports,Shoes,2,2,10507,0.03,315.21,61,1834.52,12087.31,Credit Card,completed,6598.39,5488.92
ORD0000241,EVT0005700,S001298,U00173,17-01-2026 20:56,17-01-2026,Ahmedabad,desktop,organic_search,P040,Samsung Power Bank,Electronics,Accessories,2,2,36233,0.05,1811.65,0,6195.84,40617.19,Credit Card,completed,19032.59,21584.6
ORD0000242,EVT0005750,S001329,U00699,18-01-2026 09:23,18-01-2026,Kolkata,desktop,organic_search,P099,UrbanCo Wooden Dining Table Medium,Home,Furniture,1,1,15212,0.05,760.6,132.34,2601.25,17184.99,Net Banking,completed,8624.06,8560.93
ORD0000243,EVT0005812,S001386,U00756,18-01-2026 13:12,18-01-2026,Mumbai,mobile,referral,P079,Boat Charger,Electronics,Accessories,1,1,379,0.05,18.95,53.23,64.81,478.09,UPI,completed,242.64,235.45
ORD0000244,EVT0005826,S001337,U00390,18-01-2026 13:58,18-01-2026,Bengaluru,mobile,organic_search,P146,H&M Blue Polyester Shirt,Clothing,Shirts,3,3,7888,0.08,631.04,64.61,1306.25,8627.82,UPI,completed,5470.98,3156.84
ORD0000245,EVT0005831,S001344,U00132,18-01-2026 14:01,18-01-2026,Bengaluru,mobile,email,P081,Adidas Dumbbells,Sports,Equipment,1,1,5112,0.08,408.96,66.19,846.55,5615.78,Wallet,completed,3246.1,2369.68
ORD0000246,EVT0005841,S001369,U00382,18-01-2026 14:48,18-01-2026,Ahmedabad,desktop,organic_search,P006,UrbanCo Lamp,Home,Decor,2,2,6773,0.03,203.19,57.81,1182.57,7810.19,Net Banking,completed,4075.69,3734.5
ORD0000247,EVT0005876,S001340,U00677,18-01-2026 16:12,18-01-2026,Ahmedabad,tablet,organic_search,P007,Lakme Hair Oil,Beauty,Haircare,1,1,1471,0.05,73.55,89.04,251.54,1738.03,UPI,completed,853.72,884.31
ORD0000248,EVT0005884,S001327,U00160,18-01-2026 16:36,18-01-2026,Hyderabad,desktop,organic_search,P100,Zara Green Cotton Shirt,Clothing,Shirts,3,3,10351,0.03,310.53,42.06,1807.28,11889.81,Debit Card,completed,5899.23,5990.58
ORD0000249,EVT0005899,S001381,U00062,18-01-2026 16:56,18-01-2026,Mumbai,mobile,organic_search,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,2,2,2746,0.03,82.38,84.11,479.45,3227.18,COD,completed,1851.68,1375.5
ORD0000250,EVT0005915,S001370,U00393,18-01-2026 17:28,18-01-2026,Ahmedabad,desktop,organic_search,P163,Zara White Polyester Shirt,Clothing,Shirts,2,2,3579,0,0,74.6,644.22,4297.82,UPI,completed,2049.23,2248.59
ORD0000251,EVT0005930,S001350,U00206,18-01-2026 17:45,18-01-2026,Chennai,mobile,email,P115,Nike Sports T-Shirt,Sports,Activewear,1,1,2606,0.12,312.72,56.54,412.79,2762.61,COD,completed,2068.53,694.08
ORD0000252,EVT0005964,S001332,U00734,18-01-2026 18:58,18-01-2026,Delhi,tablet,organic_search,P031,Puma Sneakers Size 7,Sports,Shoes,2,2,13465,0.05,673.25,124.99,2302.51,15219.25,Credit Card,completed,8594.35,6624.9
ORD0000253,EVT0005985,S001359,U00405,18-01-2026 20:41,18-01-2026,Kolkata,mobile,social,P159,Puma Sneakers Size 10,Sports,Shoes,3,3,14223,0.13,1848.99,78.46,2227.32,14679.79,UPI,completed,9289.9,5389.89
ORD0000254,EVT0006009,S001328,U00268,18-01-2026 22:02,18-01-2026,Chennai,mobile,organic_search,P045,Puma Running Shoes Size 10,Sports,Shoes,3,3,14765,0.06,885.9,41.73,2498.24,16419.07,Credit Card,completed,10458.35,5960.72
ORD0000255,EVT0006038,S001436,U00677,19-01-2026 08:35,19-01-2026,Ahmedabad,mobile,direct,P012,Nivea Foundation,Beauty,Makeup,2,2,2562,0.03,76.86,99.73,447.33,3032.2,UPI,completed,1669.46,1362.74
ORD0000256,EVT0006060,S001443,U00818,19-01-2026 12:17,19-01-2026,Chennai,desktop,organic_search,P014,Nike Track Pants,Sports,Activewear,2,2,2456,0.03,73.68,56.67,428.82,2867.81,Net Banking,completed,1638.66,1229.15
ORD0000257,EVT0006072,S001441,U00802,19-01-2026 13:09,19-01-2026,Bengaluru,mobile,direct,P002,Nike Yoga Mat,Sports,Equipment,3,3,16060,0.06,963.6,57.51,2717.35,17871.26,Debit Card,completed,8956.3,8914.96
ORD0000258,EVT0006125,S001417,U00586,19-01-2026 16:59,19-01-2026,Kolkata,desktop,organic_search,P146,H&M Blue Polyester Shirt,Clothing,Shirts,3,3,4463,0.03,133.89,51.86,779.24,5160.21,Credit Card,completed,3217.49,1942.72
ORD0000259,EVT0006151,S001428,U00548,19-01-2026 18:50,19-01-2026,Delhi,mobile,email,P055,Sony Wireless Earbuds,Electronics,Headphones,1,1,3070,0.05,153.5,94.05,524.97,3535.52,Net Banking,completed,1852.7,1682.82
ORD0000260,EVT0006157,S001400,U00669,19-01-2026 19:05,19-01-2026,Chennai,mobile,organic_search,P003,Nivea Shampoo,Beauty,Haircare,3,4,3529,0.08,282.32,56.51,584.4,3887.59,UPI,completed,2548.99,1338.6
ORD0000261,EVT0006189,S001427,U00839,19-01-2026 20:26,19-01-2026,Ahmedabad,desktop,organic_search,P063,UrbanCo Metal Chair Large,Home,Furniture,2,2,15214,0.03,456.42,86.29,2656.36,17500.23,UPI,completed,10513.34,6986.89
ORD0000262,EVT0006224,S001416,U00351,19-01-2026 21:53,19-01-2026,Ahmedabad,desktop,organic_search,P063,UrbanCo Metal Chair Large,Home,Furniture,1,1,4232,0.03,126.96,116.89,738.91,4960.84,UPI,completed,2999.25,1961.59
ORD0000263,EVT0006230,S001433,U00368,19-01-2026 22:04,19-01-2026,Ahmedabad,mobile,direct,P005,Nivea Face Wash,Beauty,Skincare,2,3,5604,0,0,104.8,1008.72,6717.52,UPI,completed,3653.28,3064.24
ORD0000264,EVT0006239,S001407,U00005,19-01-2026 22:17,19-01-2026,Chennai,desktop,organic_search,P053,Puma Dumbbells,Sports,Equipment,1,1,14598,0.05,729.9,145.44,2496.26,16509.8,Debit Card,completed,8437.32,8072.48
ORD0000265,EVT0006256,S001481,U00107,20-01-2026 08:09,20-01-2026,Ahmedabad,mobile,paid_ads,P038,Adidas Running Shoes Size 9,Sports,Shoes,1,1,1414,0.05,70.7,107.27,241.79,1692.36,UPI,completed,894.46,797.9
ORD0000266,EVT0006281,S001485,U00899,20-01-2026 08:53,20-01-2026,Delhi,mobile,organic_search,P003,Nivea Shampoo,Beauty,Haircare,2,2,1672,0.03,50.16,61.9,291.93,1975.67,Debit Card,completed,992.63,983.04
ORD0000267,EVT0006285,S001488,U00307,20-01-2026 08:58,20-01-2026,Kolkata,tablet,organic_search,P082,H&M Green Denim Jacket,Clothing,Jackets,1,1,3964,0.05,198.2,86.67,677.84,4530.31,Net Banking,completed,3119.07,1411.24
ORD0000268,EVT0006370,S001445,U00648,20-01-2026 15:54,20-01-2026,Mumbai,desktop,organic_search,P191,H&M White Cotton Shirt,Clothing,Shirts,3,4,4675,0.06,280.5,46.21,791.01,5231.72,UPI,completed,3005.63,2226.09
ORD0000269,EVT0006387,S001494,U00755,20-01-2026 16:43,20-01-2026,Kolkata,desktop,paid_ads,P035,Zara Red Denim Shirt,Clothing,Shirts,3,4,8118,0.08,649.44,50.83,1344.34,8863.73,Net Banking,completed,5195.39,3668.34
ORD0000270,EVT0006396,S001482,U00653,20-01-2026 16:54,20-01-2026,Ahmedabad,desktop,organic_search,P155,Adidas Sports T-Shirt,Sports,Activewear,2,2,8650,0.05,432.5,137.37,1479.15,9834.02,UPI,completed,6006.21,3827.81
ORD0000271,EVT0006425,S001493,U00778,20-01-2026 19:03,20-01-2026,Delhi,desktop,paid_ads,P048,Nivea Moisturizer,Beauty,Skincare,2,3,3763,0.1,376.3,64.43,609.61,4060.74,UPI,completed,2802.1,1258.64
ORD0000272,EVT0006456,S001460,U00748,20-01-2026 20:07,20-01-2026,Delhi,mobile,direct,P081,Adidas Dumbbells,Sports,Equipment,2,2,9457,0,0,121.12,1702.26,11280.38,UPI,completed,5636,5644.38
ORD0000273,EVT0006491,S001496,U00172,20-01-2026 21:19,20-01-2026,Pune,desktop,organic_search,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,2,2,3421,0.05,171.05,77.49,584.99,3912.43,Debit Card,completed,2113.45,1798.98
ORD0000274,EVT0006496,S001448,U00164,20-01-2026 21:20,20-01-2026,Chennai,mobile,organic_search,P038,Adidas Running Shoes Size 9,Sports,Shoes,2,2,9353,0,0,79.95,1683.54,11116.49,Net Banking,completed,5763.9,5352.59
ORD0000275,EVT0006500,S001459,U00076,20-01-2026 21:27,20-01-2026,Hyderabad,mobile,social,P055,Sony Wireless Earbuds,Electronics,Headphones,2,2,60244,0.07,4217.08,0,10084.85,66111.77,Debit Card,completed,43761.39,22350.38
ORD0000276,EVT0006524,S001463,U00250,20-01-2026 22:21,20-01-2026,Bengaluru,tablet,social,P026,UrbanCo Wall Art,Home,Decor,2,2,22713,0.07,1589.91,0,3802.16,24925.25,Net Banking,completed,13392.17,11533.08
ORD0000277,EVT0006540,S001484,U00335,20-01-2026 23:02,20-01-2026,Kolkata,mobile,social,P112,HP Pavilion 32GB RAM 256GB SSD,Electronics,Laptop,1,1,45580,0.12,5469.6,0,7219.87,47330.27,Credit Card,completed,29593.8,17736.47
ORD0000278,EVT0006564,S001531,U00339,21-01-2026 11:32,21-01-2026,Pune,desktop,direct,P095,H&M Black Denim Jeans,Clothing,Jeans,3,4,11208,0.06,672.48,73.96,1896.39,12505.87,Debit Card,completed,7575.21,4930.66
ORD0000279,EVT0006577,S001544,U00444,21-01-2026 11:49,21-01-2026,Mumbai,mobile,direct,P067,Boat Wireless Earbuds,Electronics,Headphones,1,1,2941,0.05,147.05,134.12,502.91,3430.98,UPI,completed,1598.73,1832.25
ORD0000280,EVT0006606,S001528,U00261,21-01-2026 13:33,21-01-2026,Bengaluru,mobile,direct,P148,Adidas Sneakers Size 7,Sports,Shoes,2,2,8614,0.03,258.42,139.53,1504,9999.11,UPI,completed,5103.5,4895.61
ORD0000281,EVT0006625,S001535,U00562,21-01-2026 14:42,21-01-2026,Bengaluru,desktop,direct,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,2,2,2881,0.03,86.43,142.05,503.02,3439.64,Credit Card,completed,1490.66,1948.98
ORD0000282,EVT0006634,S001547,U00767,21-01-2026 16:31,21-01-2026,Mumbai,mobile,direct,P005,Nivea Face Wash,Beauty,Skincare,2,2,3367,0,0,86.49,606.06,4059.55,UPI,completed,2170.66,1888.89
ORD0000283,EVT0006658,S001555,U00609,21-01-2026 17:50,21-01-2026,Hyderabad,desktop,organic_search,P169,Nike Sneakers Size 10,Sports,Shoes,3,3,15211,0.03,456.33,44.5,2655.84,17455.01,UPI,completed,11664.18,5790.83
ORD0000284,EVT0006671,S001523,U00383,21-01-2026 18:50,21-01-2026,Mumbai,mobile,social,P086,Boat Power Bank,Electronics,Accessories,3,3,144131,0.1,14413.1,0,23349.22,153067.12,Debit Card,completed,86540.44,66526.68
ORD0000285,EVT0006689,S001526,U00029,21-01-2026 20:46,21-01-2026,Mumbai,tablet,organic_search,P081,Adidas Dumbbells,Sports,Equipment,3,3,11090,0.03,332.7,60.95,1936.31,12754.56,Debit Card,completed,7744.73,5009.83
ORD0000286,EVT0006717,S001520,U00716,21-01-2026 21:37,21-01-2026,Ahmedabad,desktop,direct,P178,UrbanCo Metal Sofa Small,Home,Furniture,1,1,20907,0.02,418.14,0,3687.99,24176.85,Net Banking,completed,11040.05,13136.8
ORD0000287,EVT0006723,S001515,U00199,21-01-2026 21:57,21-01-2026,Chennai,mobile,social,P036,Nivea Hair Oil,Beauty,Haircare,1,1,877,0,0,53.77,157.86,1088.63,UPI,completed,686.64,401.99
ORD0000288,EVT0006746,S001578,U00530,22-01-2026 08:21,22-01-2026,Bengaluru,mobile,paid_ads,P025,Lakme Foundation,Beauty,Makeup,3,4,2438,0.18,438.84,60.44,359.85,2419.45,Debit Card,completed,1609.87,809.58
ORD0000289,EVT0006766,S001597,U00420,22-01-2026 08:50,22-01-2026,Hyderabad,mobile,paid_ads,P155,Adidas Sports T-Shirt,Sports,Activewear,2,2,7086,0.05,354.3,78.13,1211.71,8021.54,UPI,completed,4141.77,3879.77
ORD0000290,EVT0006795,S001585,U00800,22-01-2026 12:58,22-01-2026,Chennai,mobile,direct,P003,Nivea Shampoo,Beauty,Haircare,2,2,1153,0.05,57.65,115.82,197.16,1408.33,Credit Card,completed,883.19,525.14
ORD0000291,EVT0006810,S001587,U00338,22-01-2026 14:36,22-01-2026,Kolkata,tablet,paid_ads,P048,Nivea Moisturizer,Beauty,Skincare,2,2,2736,0.15,410.4,104.42,418.61,2848.63,Credit Card,completed,2000.18,848.45
ORD0000292,EVT0006816,S001605,U00533,22-01-2026 14:43,22-01-2026,Pune,desktop,social,P071,Nike Sneakers Size 8,Sports,Shoes,2,2,10007,0.05,500.35,147.1,1711.2,11364.95,UPI,completed,7072.83,4292.12
ORD0000293,EVT0006869,S001579,U00267,22-01-2026 16:38,22-01-2026,Bengaluru,mobile,direct,P039,Puma Track Pants,Sports,Activewear,1,1,1372,0,0,83.48,246.96,1702.44,Debit Card,completed,1010.46,691.98
ORD0000294,EVT0006894,S001594,U00311,22-01-2026 17:52,22-01-2026,Delhi,mobile,social,P119,Lakme Moisturizer,Beauty,Skincare,2,2,2703,0.05,135.15,62.34,462.21,3092.4,UPI,completed,1965.97,1126.43
ORD0000295,EVT0006900,S001600,U00276,22-01-2026 18:15,22-01-2026,Kolkata,tablet,organic_search,P034,Lakme Lipstick,Beauty,Makeup,2,3,3267,0.05,163.35,95.46,558.66,3757.77,Debit Card,completed,1894.28,1863.49
ORD0000296,EVT0006908,S001567,U00661,22-01-2026 18:47,22-01-2026,Ahmedabad,mobile,direct,P016,UrbanCo Cookware Set,Home,Kitchen,2,2,15961,0,0,120.6,2872.98,18954.58,Wallet,completed,8228.59,10725.99
ORD0000297,EVT0006932,S001590,U00246,22-01-2026 20:00,22-01-2026,Mumbai,desktop,referral,P084,H&M White Polyester Jeans,Clothing,Jeans,1,1,2041,0,0,53.38,367.38,2461.76,UPI,completed,1156.9,1304.86
ORD0000298,EVT0006982,S001621,U00281,23-01-2026 08:16,23-01-2026,Delhi,mobile,organic_search,P088,Zara Red Denim Jeans,Clothing,Jeans,1,1,3394,0.03,101.82,100.54,592.59,3985.31,COD,completed,1905.77,2079.54
ORD0000299,EVT0006989,S001655,U00805,23-01-2026 08:23,23-01-2026,Hyderabad,mobile,paid_ads,P004,UrbanCo Mixer,Home,Kitchen,2,2,16286,0.05,814.3,124.33,2784.91,18380.94,UPI,completed,9918.84,8462.1
ORD0000300,EVT0007024,S001616,U00463,23-01-2026 10:45,23-01-2026,Mumbai,desktop,referral,P002,Nike Yoga Mat,Sports,Equipment,1,1,4345,0,0,135.58,782.1,5262.68,Credit Card,completed,2389.9,2872.78
ORD0000301,EVT0007034,S001645,U00122,23-01-2026 11:50,23-01-2026,Chennai,mobile,direct,P078,Zara Red Polyester Jeans,Clothing,Jeans,1,1,2265,0.03,67.95,92.7,395.47,2685.22,UPI,completed,1167.83,1517.39
ORD0000302,EVT0007041,S001643,U00065,23-01-2026 12:14,23-01-2026,Ahmedabad,mobile,organic_search,P005,Nivea Face Wash,Beauty,Skincare,2,2,3968,0,0,98.62,714.24,4780.86,Credit Card,completed,2425.47,2355.39
ORD0000303,EVT0007055,S001635,U00867,23-01-2026 13:06,23-01-2026,Delhi,tablet,direct,P056,Lakme Shampoo,Beauty,Haircare,3,3,1478,0.03,44.34,56.22,258.06,1747.94,COD,completed,1070.03,677.91
ORD0000304,EVT0007069,S001642,U00316,23-01-2026 15:29,23-01-2026,Chennai,mobile,social,P108,H&M White Denim T-Shirt,Clothing,T-Shirts,1,1,1041,0.05,52.05,81.12,178.01,1248.08,UPI,completed,713.01,535.07
ORD0000305,EVT0007094,S001630,U00801,23-01-2026 18:20,23-01-2026,Pune,desktop,email,P103,Zara Red Cotton Jacket,Clothing,Jackets,3,3,7254,0.11,797.94,45.67,1162.09,7663.82,Credit Card,completed,4801.53,2862.29
ORD0000306,EVT0007115,S001656,U00424,23-01-2026 20:04,23-01-2026,Delhi,desktop,direct,P111,Zara Blue Cotton Jacket,Clothing,Jackets,2,2,10743,0.05,537.15,148.82,1837.05,12191.72,UPI,completed,5768.02,6423.7
ORD0000307,EVT0007143,S001639,U00147,23-01-2026 21:49,23-01-2026,Ahmedabad,desktop,organic_search,P056,Lakme Shampoo,Beauty,Haircare,3,3,3656,0.08,292.48,71.04,605.43,4039.99,Debit Card,completed,2469.12,1570.87
ORD0000308,EVT0007149,S001646,U00265,23-01-2026 22:07,23-01-2026,Hyderabad,mobile,social,P007,Lakme Hair Oil,Beauty,Haircare,3,3,4099,0.03,122.97,41.69,715.69,4733.41,Net Banking,completed,2762.05,1971.36
ORD0000309,EVT0007191,S001708,U00662,24-01-2026 11:00,24-01-2026,Pune,mobile,direct,P059,H&M Black Denim T-Shirt,Clothing,T-Shirts,2,2,8561,0.05,428.05,52.24,1463.93,9649.12,UPI,completed,4382.3,5266.82
ORD0000310,EVT0007206,S001694,U00777,24-01-2026 13:10,24-01-2026,Kolkata,mobile,social,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,2,2,7289,0.05,364.45,93.39,1246.42,8264.36,UPI,completed,5639.54,2624.82
ORD0000311,EVT0007226,S001668,U00029,24-01-2026 13:54,24-01-2026,Mumbai,tablet,organic_search,P074,Nike Running Shoes Size 9,Sports,Shoes,1,1,4123,0.03,123.69,88.8,719.88,4807.99,Debit Card,completed,2333.78,2474.21
ORD0000312,EVT0007322,S001702,U00583,24-01-2026 19:28,24-01-2026,Chennai,desktop,email,P079,Boat Charger,Electronics,Accessories,1,1,379,0.05,18.95,51.59,64.81,476.45,UPI,completed,242.64,233.81
ORD0000313,EVT0007341,S001703,U00462,24-01-2026 20:17,24-01-2026,Pune,desktop,paid_ads,P003,Nivea Shampoo,Beauty,Haircare,2,3,1955,0.1,195.5,119.4,316.71,2195.61,UPI,completed,1512.19,683.42
ORD0000314,EVT0007381,S001693,U00700,24-01-2026 22:24,24-01-2026,Bengaluru,mobile,organic_search,P093,Zara Green Polyester Jeans,Clothing,Jeans,2,2,2343,0,0,134.28,421.74,2899.02,Credit Card,completed,1354.17,1544.85
ORD0000315,EVT0007394,S001754,U00104,25-01-2026 10:00,25-01-2026,Kolkata,mobile,organic_search,P054,Adidas Yoga Mat,Sports,Equipment,3,3,13513,0.06,810.78,65.71,2286.4,15054.33,Debit Card,completed,8719.28,6335.05
ORD0000316,EVT0007438,S001733,U00663,25-01-2026 12:50,25-01-2026,Kolkata,mobile,organic_search,P017,Lakme Face Wash,Beauty,Skincare,2,2,2036,0,0,120.18,366.48,2522.66,Wallet,completed,1332.05,1190.61
ORD0000317,EVT0007445,S001737,U00862,25-01-2026 13:19,25-01-2026,Mumbai,desktop,direct,P153,UrbanCo Wooden Sofa Large,Home,Furniture,1,1,11898,0.03,356.94,99.88,2077.39,13718.33,UPI,completed,7123.55,6594.78
ORD0000318,EVT0007451,S001723,U00613,25-01-2026 13:28,25-01-2026,Kolkata,desktop,organic_search,P003,Nivea Shampoo,Beauty,Haircare,1,1,201,0,0,72.67,36.18,309.85,Credit Card,completed,138.91,170.94
ORD0000319,EVT0007457,S001722,U00762,25-01-2026 13:36,25-01-2026,Mumbai,desktop,direct,P029,Adidas Running Shoes Size 8,Sports,Shoes,2,2,6413,0.03,192.39,95.74,1119.71,7436.06,COD,completed,3474.28,3961.78
ORD0000320,EVT0007475,S001749,U00507,25-01-2026 14:26,25-01-2026,Hyderabad,mobile,direct,P014,Nike Track Pants,Sports,Activewear,1,1,1075,0,0,55.57,193.5,1324.07,UPI,completed,711.07,613
ORD0000321,EVT0007480,S001736,U00217,25-01-2026 14:52,25-01-2026,Kolkata,desktop,direct,P036,Nivea Hair Oil,Beauty,Haircare,3,3,3916,0.08,313.28,41.95,648.49,4293.16,COD,completed,2562.98,1730.18
ORD0000322,EVT0007526,S001752,U00594,25-01-2026 16:52,25-01-2026,Ahmedabad,desktop,social,P001,Samsung Charger,Electronics,Accessories,2,2,98790,0.07,6915.3,0,16537.45,108412.15,Debit Card,completed,77287.18,31124.97
ORD0000323,EVT0007541,S001758,U00344,25-01-2026 17:44,25-01-2026,Bengaluru,mobile,paid_ads,P139,UrbanCo Wooden Chair Large,Home,Furniture,1,1,8748,0.15,1312.2,112.98,1338.44,8887.22,UPI,completed,4491.19,4396.03
ORD0000324,EVT0007550,S001772,U00355,25-01-2026 18:08,25-01-2026,Bengaluru,mobile,social,P025,Lakme Foundation,Beauty,Makeup,3,4,5054,0.03,151.62,59.72,882.43,5844.53,UPI,completed,3405.96,2438.57
ORD0000325,EVT0007598,S001755,U00004,25-01-2026 19:41,25-01-2026,Mumbai,desktop,paid_ads,P163,Zara White Polyester Shirt,Clothing,Shirts,1,1,636,0.15,95.4,71.55,97.31,709.46,Wallet,completed,379.73,329.73
ORD0000326,EVT0007659,S001753,U00819,25-01-2026 21:48,25-01-2026,Ahmedabad,desktop,paid_ads,P038,Adidas Running Shoes Size 9,Sports,Shoes,2,2,6768,0.05,338.4,74.06,1157.33,7660.99,Debit Card,completed,4657.58,3003.41
ORD0000327,EVT0007683,S001727,U00415,25-01-2026 23:03,25-01-2026,Bengaluru,tablet,organic_search,P020,Puma Yoga Mat,Sports,Equipment,1,1,12458,0,0,111.5,2242.44,14811.94,Debit Card,completed,9726.13,5085.81
ORD0000328,EVT0007691,S001817,U00392,26-01-2026 08:19,26-01-2026,Pune,mobile,direct,P025,Lakme Foundation,Beauty,Makeup,1,1,462,0.05,23.1,65.86,79,583.76,Wallet,completed,295.25,288.51
ORD0000329,EVT0007709,S001798,U00391,26-01-2026 09:47,26-01-2026,Ahmedabad,mobile,referral,P005,Nivea Face Wash,Beauty,Skincare,1,1,1130,0.05,56.5,111.45,193.23,1378.18,Wallet,completed,688.04,690.14
ORD0000330,EVT0007756,S001794,U00161,26-01-2026 13:26,26-01-2026,Mumbai,mobile,paid_ads,P135,HP Book Air 16GB RAM 512GB SSD,Electronics,Laptop,1,1,39299,0.17,6680.83,0,5871.27,38489.44,UPI,completed,27401.89,11087.55
ORD0000331,EVT0007791,S001812,U00287,26-01-2026 15:58,26-01-2026,Bengaluru,desktop,referral,P092,UrbanCo Wooden Chair Small,Home,Furniture,2,2,23869,0.02,477.38,0,4210.49,27602.11,Wallet,completed,18152.2,9449.91
ORD0000332,EVT0007798,S001827,U00458,26-01-2026 16:13,26-01-2026,Bengaluru,desktop,paid_ads,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,3,3,6075,0.13,789.75,63.72,951.34,6300.31,UPI,completed,3528.62,2771.69
ORD0000333,EVT0007802,S001818,U00638,26-01-2026 16:18,26-01-2026,Mumbai,mobile,direct,P015,Nike Dumbbells,Sports,Equipment,3,3,17066,0.08,1365.28,77.27,2826.13,18604.12,Credit Card,completed,10496.58,8107.54
ORD0000334,EVT0007833,S001780,U00435,26-01-2026 17:42,26-01-2026,Delhi,mobile,direct,P031,Puma Sneakers Size 7,Sports,Shoes,3,3,19017,0.06,1141.02,57.14,3217.68,21150.8,Debit Card,completed,10738.82,10411.98
ORD0000335,EVT0007876,S001791,U00819,26-01-2026 20:23,26-01-2026,Ahmedabad,tablet,organic_search,P176,Apple Mac Air 16GB RAM 256GB SSD,Electronics,Laptop,1,1,71910,0.05,3595.5,0,12296.61,80611.11,Credit Card,completed,48244.33,32366.78
ORD0000336,EVT0007891,S001799,U00029,26-01-2026 21:19,26-01-2026,Mumbai,tablet,organic_search,P022,H&M Red Cotton Shirt,Clothing,Shirts,1,1,2473,0.05,123.65,63.37,422.88,2835.6,Wallet,completed,1686.28,1149.32
ORD0000337,EVT0007927,S001864,U00882,27-01-2026 11:47,27-01-2026,Ahmedabad,desktop,email,P025,Lakme Foundation,Beauty,Makeup,2,2,2699,0.05,134.95,125.07,461.53,3150.65,Credit Card,completed,1777.87,1372.78
ORD0000338,EVT0007943,S001857,U00439,27-01-2026 13:37,27-01-2026,Kolkata,mobile,direct,P172,H&M Green Polyester Shirt,Clothing,Shirts,1,1,2109,0,0,95.65,379.62,2584.27,UPI,completed,1310.59,1273.68
ORD0000339,EVT0008050,S001851,U00060,27-01-2026 22:35,27-01-2026,Chennai,desktop,social,P169,Nike Sneakers Size 10,Sports,Shoes,1,1,1381,0,0,54.06,248.58,1683.64,Wallet,completed,927.59,756.05
ORD0000340,EVT0008069,S001909,U00644,28-01-2026 08:13,28-01-2026,Bengaluru,desktop,direct,P017,Lakme Face Wash,Beauty,Skincare,3,3,4737,0.06,284.22,76.35,801.5,5330.63,Debit Card,completed,2961.07,2369.56
ORD0000341,EVT0008126,S001885,U00773,28-01-2026 10:35,28-01-2026,Bengaluru,mobile,direct,P056,Lakme Shampoo,Beauty,Haircare,1,1,952,0,0,98.83,171.36,1222.19,Credit Card,completed,744.28,477.91
ORD0000342,EVT0008142,S001901,U00352,28-01-2026 12:31,28-01-2026,Mumbai,mobile,direct,P125,Zara Blue Denim Jeans,Clothing,Jeans,2,2,6734,0.03,202.02,51.32,1175.76,7759.06,Wallet,completed,4097.8,3661.26
ORD0000343,EVT0008151,S001900,U00878,28-01-2026 13:09,28-01-2026,Mumbai,mobile,direct,P017,Lakme Face Wash,Beauty,Skincare,2,2,1899,0.03,56.97,53.87,331.57,2227.47,UPI,completed,1223.64,1003.83
ORD0000344,EVT0008195,S001884,U00731,28-01-2026 15:45,28-01-2026,Ahmedabad,desktop,social,P126,UrbanCo Wooden Sofa Medium,Home,Furniture,2,2,34637,0.12,4156.44,0,5486.5,35967.06,Credit Card,completed,24110.37,11856.69
ORD0000345,EVT0008325,S001919,U00605,28-01-2026 21:40,28-01-2026,Pune,tablet,email,P036,Nivea Hair Oil,Beauty,Haircare,2,2,2451,0.08,196.08,121.75,405.89,2782.56,Net Banking,completed,1723.44,1059.12
ORD0000346,EVT0008339,S001931,U00109,28-01-2026 22:31,28-01-2026,Hyderabad,tablet,social,P068,Puma Sports T-Shirt,Sports,Activewear,2,2,6921,0,0,106.03,1245.78,8272.81,UPI,completed,3707.05,4565.76
ORD0000347,EVT0008359,S001970,U00506,29-01-2026 08:21,29-01-2026,Delhi,desktop,paid_ads,P125,Zara Blue Denim Jeans,Clothing,Jeans,2,2,4174,0.1,417.4,125.44,676.19,4558.23,UPI,completed,2423.53,2134.7
ORD0000348,EVT0008373,S001986,U00320,29-01-2026 09:57,29-01-2026,Ahmedabad,tablet,social,P026,UrbanCo Wall Art,Home,Decor,3,3,57531,0.05,2876.55,0,9837.8,64492.25,UPI,completed,36234.62,28257.63
ORD0000349,EVT0008397,S001961,U00736,29-01-2026 12:11,29-01-2026,Kolkata,mobile,direct,P023,Zara White Cotton T-Shirt,Clothing,T-Shirts,1,1,474,0.03,14.22,128.49,82.76,671.03,UPI,completed,242.72,428.31
