order_item_id,order_id,product_id,product_name,category,subcategory,brand,quantity,unit_price,total_price
OI00000550,ORD0000279,P067,Boat Wireless Earbuds,Electronics,Headphones,Boat,1,2941.0,2941.0
OI00000551,ORD0000280,P148,Adidas Sneakers Size 7,Sports,Shoes,Adidas,1,3461.0,3461.0
OI00000552,ORD0000280,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,1,5153.0,5153.0
OI00000553,ORD0000281,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,Zara,1,616.0,616.0
OI00000554,ORD0000281,P078,Zara Red Polyester Jeans,Clothing,Jeans,Zara,1,2265.0,2265.0
OI00000555,ORD0000282,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000556,ORD0000282,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00000557,ORD0000283,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,1,1381.0,1381.0
OI00000558,ORD0000283,P039,Puma Track Pants,Sports,Activewear,Puma,1,1372.0,1372.0
OI00000559,ORD0000283,P020,Puma Yoga Mat,Sports,Equipment,Puma,1,12458.0,12458.0
OI00000560,ORD0000284,P086,Boat Power Bank,Electronics,Accessories,Boat,1,732.0,732.0
OI00000561,ORD0000284,P185,Samsung Galaxy S21 64GB Blue,Electronics,Smartphone,Samsung,1,34209.0,34209.0
OI00000562,ORD0000284,P151,Apple MacBook Air 32GB RAM 256GB SSD,Electronics,Laptop,Apple,1,109190.0,109190.0
OI00000563,ORD0000285,P081,Adidas Dumbbells,Sports,Equipment,Adidas,1,5112.0,5112.0
OI00000564,ORD0000285,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,1,1083.0,1083.0
OI00000565,ORD0000285,P071,Nike Sneakers Size 8,Sports,Shoes,Nike,1,4895.0,4895.0
OI00000566,ORD0000286,P178,UrbanCo Metal Sofa Small,Home,Furniture,UrbanCo,1,20907.0,20907.0
OI00000567,ORD0000287,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000568,ORD0000288,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000569,ORD0000288,P003,Nivea Shampoo,Beauty,Haircare,Nivea,2,201.0,402.0
OI00000570,ORD0000288,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000571,ORD0000289,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,1,1397.0,1397.0
OI00000572,ORD0000289,P054,Adidas Yoga Mat,Sports,Equipment,Adidas,1,5689.0,5689.0
OI00000573,ORD0000290,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000574,ORD0000290,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00000575,ORD0000291,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000576,ORD0000291,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000577,ORD0000292,P071,Nike Sneakers Size 8,Sports,Shoes,Nike,1,4895.0,4895.0
OI00000578,ORD0000292,P081,Adidas Dumbbells,Sports,Equipment,Adidas,1,5112.0,5112.0
OI00000579,ORD0000293,P039,Puma Track Pants,Sports,Activewear,Puma,1,1372.0,1372.0
OI00000580,ORD0000294,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00000581,ORD0000294,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00000582,ORD0000295,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000583,ORD0000295,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,2,1471.0,2942.0
OI00000584,ORD0000296,P016,UrbanCo Cookware Set,Home,Kitchen,UrbanCo,1,8363.0,8363.0
OI00000585,ORD0000296,P033,UrbanCo Plastic Dining Table Small,Home,Furniture,UrbanCo,1,7598.0,7598.0
OI00000586,ORD0000297,P084,H&M White Polyester Jeans,Clothing,Jeans,H&M,1,2041.0,2041.0
OI00000587,ORD0000298,P088,Zara Red Denim Jeans,Clothing,Jeans,Zara,1,3394.0,3394.0
OI00000588,ORD0000299,P004,UrbanCo Mixer,Home,Kitchen,UrbanCo,1,3983.0,3983.0
OI00000589,ORD0000299,P085,UrbanCo Plastic Dining Table Large,Home,Furniture,UrbanCo,1,12303.0,12303.0
OI00000590,ORD0000300,P002,Nike Yoga Mat,Sports,Equipment,Nike,1,4345.0,4345.0
OI00000591,ORD0000301,P078,Zara Red Polyester Jeans,Clothing,Jeans,Zara,1,2265.0,2265.0
OI00000592,ORD0000302,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000593,ORD0000302,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000594,ORD0000303,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00000595,ORD0000303,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000596,ORD0000303,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000597,ORD0000304,P108,H&M White Denim T-Shirt,Clothing,T-Shirts,H&M,1,1041.0,1041.0
OI00000598,ORD0000305,P103,Zara Red Cotton Jacket,Clothing,Jackets,Zara,1,2086.0,2086.0
OI00000599,ORD0000305,P166,H&M Black Cotton Jacket,Clothing,Jackets,H&M,1,4254.0,4254.0
OI00000600,ORD0000305,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,Zara,1,914.0,914.0
OI00000601,ORD0000306,P111,Zara Blue Cotton Jacket,Clothing,Jackets,Zara,1,4201.0,4201.0
OI00000602,ORD0000306,P120,Zara Black Polyester Jacket,Clothing,Jackets,Zara,1,6542.0,6542.0
OI00000603,ORD0000307,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00000604,ORD0000307,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000605,ORD0000307,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000606,ORD0000308,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00000607,ORD0000308,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00000608,ORD0000308,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000609,ORD0000309,P059,H&M Black Denim T-Shirt,Clothing,T-Shirts,H&M,1,1070.0,1070.0
OI00000610,ORD0000309,P149,Zara Blue Denim Jacket,Clothing,Jackets,Zara,1,7491.0,7491.0
OI00000611,ORD0000310,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,Zara,1,724.0,724.0
OI00000612,ORD0000310,P062,H&M Green Polyester Jacket,Clothing,Jackets,H&M,1,6565.0,6565.0
OI00000613,ORD0000311,P074,Nike Running Shoes Size 9,Sports,Shoes,Nike,1,4123.0,4123.0
OI00000614,ORD0000312,P079,Boat Charger,Electronics,Accessories,Boat,1,379.0,379.0
OI00000615,ORD0000313,P003,Nivea Shampoo,Beauty,Haircare,Nivea,2,201.0,402.0
OI00000616,ORD0000313,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000617,ORD0000314,P093,Zara Green Polyester Jeans,Clothing,Jeans,Zara,1,1066.0,1066.0
OI00000618,ORD0000314,P070,H&M Black Cotton T-Shirt,Clothing,T-Shirts,H&M,1,1277.0,1277.0
OI00000619,ORD0000315,P054,Adidas Yoga Mat,Sports,Equipment,Adidas,1,5689.0,5689.0
OI00000620,ORD0000315,P045,Puma Running Shoes Size 10,Sports,Shoes,Puma,1,6410.0,6410.0
OI00000621,ORD0000315,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,1,1414.0,1414.0
OI00000622,ORD0000316,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000623,ORD0000316,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000624,ORD0000317,P153,UrbanCo Wooden Sofa Large,Home,Furniture,UrbanCo,1,11898.0,11898.0
OI00000625,ORD0000318,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000626,ORD0000319,P029,Adidas Running Shoes Size 8,Sports,Shoes,Adidas,1,2068.0,2068.0
OI00000627,ORD0000319,P002,Nike Yoga Mat,Sports,Equipment,Nike,1,4345.0,4345.0
OI00000628,ORD0000320,P014,Nike Track Pants,Sports,Activewear,Nike,1,1075.0,1075.0
OI00000629,ORD0000321,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000630,ORD0000321,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000631,ORD0000321,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000632,ORD0000322,P001,Samsung Charger,Electronics,Accessories,Samsung,1,1356.0,1356.0
OI00000633,ORD0000322,P171,Dell Aspire 8GB RAM 1TB SSD,Electronics,Laptop,Dell,1,97434.0,97434.0
OI00000634,ORD0000323,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,1,8748.0,8748.0
OI00000635,ORD0000324,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000636,ORD0000324,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000637,ORD0000324,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,2,877.0,1754.0
OI00000638,ORD0000325,P163,Zara White Polyester Shirt,Clothing,Shirts,Zara,1,636.0,636.0
OI00000639,ORD0000326,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,1,1414.0,1414.0
OI00000640,ORD0000326,P046,Nike Running Shoes Size 8,Sports,Shoes,Nike,1,5354.0,5354.0
OI00000641,ORD0000327,P020,Puma Yoga Mat,Sports,Equipment,Puma,1,12458.0,12458.0
OI00000642,ORD0000328,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000643,ORD0000329,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000644,ORD0000330,P135,HP Book Air 16GB RAM 512GB SSD,Electronics,Laptop,HP,1,39299.0,39299.0
OI00000645,ORD0000331,P092,UrbanCo Wooden Chair Small,Home,Furniture,UrbanCo,1,17541.0,17541.0
OI00000646,ORD0000331,P165,UrbanCo Metal Sofa Large,Home,Furniture,UrbanCo,1,6328.0,6328.0
OI00000647,ORD0000332,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,Zara,1,616.0,616.0
OI00000648,ORD0000332,P088,Zara Red Denim Jeans,Clothing,Jeans,Zara,1,3394.0,3394.0
OI00000649,ORD0000332,P198,Zara Black Polyester Jeans,Clothing,Jeans,Zara,1,2065.0,2065.0
OI00000650,ORD0000333,P015,Nike Dumbbells,Sports,Equipment,Nike,1,4660.0,4660.0
OI00000651,ORD0000333,P188,Adidas Sneakers Size 8,Sports,Shoes,Adidas,1,7253.0,7253.0
OI00000652,ORD0000333,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,1,5153.0,5153.0
OI00000653,ORD0000334,P031,Puma Sneakers Size 7,Sports,Shoes,Puma,1,7055.0,7055.0
OI00000654,ORD0000334,P054,Adidas Yoga Mat,Sports,Equipment,Adidas,1,5689.0,5689.0
OI00000655,ORD0000334,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,1,6273.0,6273.0
OI00000656,ORD0000335,P176,Apple Mac Air 16GB RAM 256GB SSD,Electronics,Laptop,Apple,1,71910.0,71910.0
OI00000657,ORD0000336,P022,H&M Red Cotton Shirt,Clothing,Shirts,H&M,1,2473.0,2473.0
OI00000658,ORD0000337,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000659,ORD0000337,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00000660,ORD0000338,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,1,2109.0,2109.0
OI00000661,ORD0000339,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,1,1381.0,1381.0
OI00000662,ORD0000340,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000663,ORD0000340,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000664,ORD0000340,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000665,ORD0000341,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00000666,ORD0000342,P125,Zara Blue Denim Jeans,Clothing,Jeans,Zara,1,2480.0,2480.0
OI00000667,ORD0000342,P166,H&M Black Cotton Jacket,Clothing,Jackets,H&M,1,4254.0,4254.0
OI00000668,ORD0000343,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000669,ORD0000343,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000670,ORD0000344,P126,UrbanCo Wooden Sofa Medium,Home,Furniture,UrbanCo,1,5133.0,5133.0
OI00000671,ORD0000344,P109,UrbanCo Plastic Chair Large,Home,Furniture,UrbanCo,1,29504.0,29504.0
OI00000672,ORD0000345,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000673,ORD0000345,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000674,ORD0000346,P068,Puma Sports T-Shirt,Sports,Activewear,Puma,1,648.0,648.0
OI00000675,ORD0000346,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,1,6273.0,6273.0
OI00000676,ORD0000347,P125,Zara Blue Denim Jeans,Clothing,Jeans,Zara,1,2480.0,2480.0
OI00000677,ORD0000347,P061,H&M Black Polyester Shirt,Clothing,Shirts,H&M,1,1694.0,1694.0
OI00000678,ORD0000348,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00000679,ORD0000348,P109,UrbanCo Plastic Chair Large,Home,Furniture,UrbanCo,1,29504.0,29504.0
OI00000680,ORD0000348,P123,UrbanCo Wooden Dining Table Small,Home,Furniture,UrbanCo,1,26420.0,26420.0
OI00000681,ORD0000349,P023,Zara White Cotton T-Shirt,Clothing,T-Shirts,Zara,1,474.0,474.0
OI00000682,ORD0000350,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000683,ORD0000350,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00000684,ORD0000350,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000685,ORD0000351,P004,UrbanCo Mixer,Home,Kitchen,UrbanCo,1,3983.0,3983.0
OI00000686,ORD0000352,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,1,1414.0,1414.0
OI00000687,ORD0000352,P148,Adidas Sneakers Size 7,Sports,Shoes,Adidas,1,3461.0,3461.0
OI00000688,ORD0000352,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,1,5810.0,5810.0
OI00000689,ORD0000353,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,1,1397.0,1397.0
OI00000690,ORD0000353,P014,Nike Track Pants,Sports,Activewear,Nike,1,1075.0,1075.0
OI00000691,ORD0000354,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000692,ORD0000354,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00000693,ORD0000355,P014,Nike Track Pants,Sports,Activewear,Nike,1,1075.0,1075.0
OI00000694,ORD0000355,P152,Adidas Sneakers Size 9,Sports,Shoes,Adidas,1,7939.0,7939.0
OI00000695,ORD0000355,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,1,5153.0,5153.0
OI00000696,ORD0000356,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000697,ORD0000356,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000698,ORD0000357,P028,Apple 11 256GB Red,Electronics,Smartphone,Apple,1,66459.0,66459.0
OI00000699,ORD0000358,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00000700,ORD0000358,P006,UrbanCo Lamp,Home,Decor,UrbanCo,2,2790.0,5580.0
OI00000701,ORD0000358,P116,UrbanCo Plastic Chair Medium,Home,Furniture,UrbanCo,1,20112.0,20112.0
OI00000702,ORD0000359,P056,Lakme Shampoo,Beauty,Haircare,Lakme,2,952.0,1904.0
OI00000703,ORD0000359,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000704,ORD0000360,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,Zara,1,473.0,473.0
OI00000705,ORD0000360,P023,Zara White Cotton T-Shirt,Clothing,T-Shirts,Zara,1,474.0,474.0
OI00000706,ORD0000360,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,H&M,1,1453.0,1453.0
OI00000707,ORD0000361,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,1,5810.0,5810.0
OI00000708,ORD0000361,P152,Adidas Sneakers Size 9,Sports,Shoes,Adidas,1,7939.0,7939.0
OI00000709,ORD0000362,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00000710,ORD0000362,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000711,ORD0000363,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00000712,ORD0000363,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00000713,ORD0000363,P034,Lakme Lipstick,Beauty,Makeup,Lakme,2,325.0,650.0
OI00000714,ORD0000364,P108,H&M White Denim T-Shirt,Clothing,T-Shirts,H&M,1,1041.0,1041.0
OI00000715,ORD0000364,P082,H&M Green Denim Jacket,Clothing,Jackets,H&M,1,3964.0,3964.0
OI00000716,ORD0000364,P190,Zara Green Cotton Jacket,Clothing,Jackets,Zara,1,2207.0,2207.0
OI00000717,ORD0000365,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00000718,ORD0000365,P016,UrbanCo Cookware Set,Home,Kitchen,UrbanCo,1,8363.0,8363.0
OI00000719,ORD0000366,P136,Zara Red Cotton Shirt,Clothing,Shirts,Zara,1,1369.0,1369.0
OI00000720,ORD0000366,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00000721,ORD0000367,P194,Zara Blue Polyester Jeans,Clothing,Jeans,Zara,1,2697.0,2697.0
OI00000722,ORD0000367,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,1,5683.0,5683.0
OI00000723,ORD0000367,P106,H&M Green Polyester T-Shirt,Clothing,T-Shirts,H&M,1,806.0,806.0
OI00000724,ORD0000368,P087,OnePlus 11 Pro Max 256GB Red,Electronics,Smartphone,OnePlus,1,35870.0,35870.0
OI00000725,ORD0000369,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,1,6908.0,6908.0
OI00000726,ORD0000370,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000727,ORD0000371,P050,H&M Green Cotton Jeans,Clothing,Jeans,H&M,1,2713.0,2713.0
OI00000728,ORD0000372,P012,Nivea Foundation,Beauty,Makeup,Nivea,2,2237.0,4474.0
OI00000729,ORD0000372,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000730,ORD0000372,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000731,ORD0000373,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000732,ORD0000373,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000733,ORD0000374,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00000734,ORD0000374,P165,UrbanCo Metal Sofa Large,Home,Furniture,UrbanCo,1,6328.0,6328.0
OI00000735,ORD0000374,P011,UrbanCo Wooden Sofa Small,Home,Furniture,UrbanCo,1,26505.0,26505.0
OI00000736,ORD0000375,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000737,ORD0000375,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000738,ORD0000375,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00000739,ORD0000376,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000740,ORD0000376,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000741,ORD0000377,P040,Samsung Power Bank,Electronics,Accessories,Samsung,1,2575.0,2575.0
OI00000742,ORD0000377,P037,Apple MacBook Air 8GB RAM 512GB SSD,Electronics,Laptop,Apple,1,52804.0,52804.0
OI00000743,ORD0000377,P065,HP Pavilion 16GB RAM 512GB SSD,Electronics,Laptop,HP,1,39186.0,39186.0
OI00000744,ORD0000378,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000745,ORD0000378,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000746,ORD0000379,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00000747,ORD0000380,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000748,ORD0000380,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,2,1859.0,3718.0
OI00000749,ORD0000381,P063,UrbanCo Metal Chair Large,Home,Furniture,UrbanCo,1,4232.0,4232.0
OI00000750,ORD0000381,P142,UrbanCo Plastic Sofa Medium,Home,Furniture,UrbanCo,1,10982.0,10982.0
OI00000751,ORD0000382,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00000752,ORD0000382,P018,UrbanCo Metal Dining Table Large,Home,Furniture,UrbanCo,1,24543.0,24543.0
OI00000753,ORD0000382,P164,UrbanCo Metal Sofa Medium,Home,Furniture,UrbanCo,1,15712.0,15712.0
OI00000754,ORD0000383,P020,Puma Yoga Mat,Sports,Equipment,Puma,1,12458.0,12458.0
OI00000755,ORD0000384,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000756,ORD0000385,P060,Boat Bluetooth Headphones,Electronics,Headphones,Boat,1,4117.0,4117.0
OI00000757,ORD0000385,P052,Apple Air 8GB RAM 1TB SSD,Electronics,Laptop,Apple,1,40493.0,40493.0
OI00000758,ORD0000385,P086,Boat Power Bank,Electronics,Accessories,Boat,1,732.0,732.0
OI00000759,ORD0000386,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00000760,ORD0000387,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,1,1397.0,1397.0
OI00000761,ORD0000387,P115,Nike Sports T-Shirt,Sports,Activewear,Nike,1,2606.0,2606.0
OI00000762,ORD0000388,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000763,ORD0000388,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00000764,ORD0000389,P179,Zara Black Polyester Shirt,Clothing,Shirts,Zara,1,2943.0,2943.0
OI00000765,ORD0000390,P103,Zara Red Cotton Jacket,Clothing,Jackets,Zara,1,2086.0,2086.0
OI00000766,ORD0000390,P059,H&M Black Denim T-Shirt,Clothing,T-Shirts,H&M,1,1070.0,1070.0
OI00000767,ORD0000390,P175,Zara White Denim Jeans,Clothing,Jeans,Zara,1,2117.0,2117.0
OI00000768,ORD0000391,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00000769,ORD0000391,P120,Zara Black Polyester Jacket,Clothing,Jackets,Zara,1,6542.0,6542.0
OI00000770,ORD0000392,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000771,ORD0000392,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,2,877.0,1754.0
OI00000772,ORD0000392,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000773,ORD0000393,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000774,ORD0000393,P056,Lakme Shampoo,Beauty,Haircare,Lakme,2,952.0,1904.0
OI00000775,ORD0000393,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00000776,ORD0000394,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00000777,ORD0000394,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00000778,ORD0000395,P052,Apple Air 8GB RAM 1TB SSD,Electronics,Laptop,Apple,1,40493.0,40493.0
OI00000779,ORD0000396,P086,Boat Power Bank,Electronics,Accessories,Boat,1,732.0,732.0
OI00000780,ORD0000396,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,1,1296.0,1296.0
OI00000781,ORD0000397,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,2,1859.0,3718.0
OI00000782,ORD0000397,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000783,ORD0000397,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000784,ORD0000398,P006,UrbanCo Lamp,Home,Decor,UrbanCo,1,2790.0,2790.0
OI00000785,ORD0000398,P178,UrbanCo Metal Sofa Small,Home,Furniture,UrbanCo,1,20907.0,20907.0
OI00000786,ORD0000399,P106,H&M Green Polyester T-Shirt,Clothing,T-Shirts,H&M,1,806.0,806.0
OI00000787,ORD0000399,P041,H&M Green Cotton Jacket,Clothing,Jackets,H&M,1,7336.0,7336.0
OI00000788,ORD0000400,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00000789,ORD0000400,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000790,ORD0000400,P012,Nivea Foundation,Beauty,Makeup,Nivea,2,2237.0,4474.0
OI00000791,ORD0000401,P080,Boat Phone Case,Electronics,Accessories,Boat,1,1006.0,1006.0
OI00000792,ORD0000402,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00000793,ORD0000402,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00000794,ORD0000403,P150,Adidas Track Pants,Sports,Activewear,Adidas,1,2331.0,2331.0
OI00000795,ORD0000403,P071,Nike Sneakers Size 8,Sports,Shoes,Nike,1,4895.0,4895.0
OI00000796,ORD0000404,P120,Zara Black Polyester Jacket,Clothing,Jackets,Zara,1,6542.0,6542.0
OI00000797,ORD0000405,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00000798,ORD0000405,P005,Nivea Face Wash,Beauty,Skincare,Nivea,2,1130.0,2260.0
OI00000799,ORD0000405,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00000800,ORD0000406,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,1,4766.0,4766.0
OI00000801,ORD0000406,P071,Nike Sneakers Size 8,Sports,Shoes,Nike,1,4895.0,4895.0
OI00000802,ORD0000406,P053,Puma Dumbbells,Sports,Equipment,Puma,1,14598.0,14598.0
OI00000803,ORD0000407,P077,OnePlus C1 13 64GB Red,Electronics,Smartphone,OnePlus,1,35454.0,35454.0
OI00000804,ORD0000408,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
